URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=1353450,Volker Weidler - Complete 24 Hours of Le Mans Results,84c7c960-a94d-4fcb-892e-148bc74e4755,Volker Weidler,42.0,42.0,42
http://en.wikipedia.org/?curid=2809537,Carlos Andino,3114f927-b7e6-4c50-b730-247f24d20f00,Zuluzinho,36.0,18.0,30
http://en.wikipedia.org/?curid=3765806,Sports in Florida - Stadiums and arenas,d844ee5b-3e85-47a9-b7cc-0cfd464c1e7f,List of indoor arenas in the United States,35.0,25.0,32
http://en.wikipedia.org/?curid=3848862,Muhsin Corbbrey,469e289e-fb18-4086-a1db-2094834b66bc,Nick Diaz,17.0,27.0,20
http://en.wikipedia.org/?curid=1353450,Volker Weidler - Complete 24 Hours of Le Mans Results,84c7c960-a94d-4fcb-892e-148bc74e4755,Volker Weidler,42.0,42.0,42
http://en.wikipedia.org/?curid=3848862,Muhsin Corbbrey,469e289e-fb18-4086-a1db-2094834b66bc,Nick Diaz,17.0,27.0,20
http://en.wikipedia.org/?curid=1602858,Choi Kyung - Ju,c1cec7f5-cae7-408e-a507-82a9fbfcb1ea,K. J. Choi,32.0,30.0,31
http://en.wikipedia.org/?curid=3765806,Sports in Florida - Stadiums and arenas,d844ee5b-3e85-47a9-b7cc-0cfd464c1e7f,List of indoor arenas in the United States,35.0,25.0,32
http://en.wikipedia.org/?curid=27752138,Patricia Hoskins - Mississippi Valley State University statistics,4dce7386-b869-4d78-aa6d-4124a9b7b9de,Patricia Hoskins,40.0,0.0,28
http://en.wikipedia.org/?curid=57721095,Westpark Mustard - World record,262db7fa-3350-4c23-80e4-cbe99804b017,1976 UK & Ireland Greyhound Racing Year,31.0,30.0,30
http://en.wikipedia.org/?curid=1602858,Choi Kyung - Ju,c1cec7f5-cae7-408e-a507-82a9fbfcb1ea,K. J. Choi,32.0,30.0,31
http://en.wikipedia.org/?curid=1602858,Choi Kyung - Ju,c1cec7f5-cae7-408e-a507-82a9fbfcb1ea,K. J. Choi,32.0,30.0,31
http://en.wikipedia.org/?curid=2809537,Carlos Andino,3114f927-b7e6-4c50-b730-247f24d20f00,Zuluzinho,36.0,18.0,30
http://en.wikipedia.org/?curid=3765806,Sports in Florida - Stadiums and arenas,d844ee5b-3e85-47a9-b7cc-0cfd464c1e7f,List of indoor arenas in the United States,35.0,25.0,32
http://en.wikipedia.org/?curid=1602858,Choi Kyung - Ju,c1cec7f5-cae7-408e-a507-82a9fbfcb1ea,K. J. Choi,32.0,30.0,31
http://en.wikipedia.org/?curid=27752138,Patricia Hoskins - Mississippi Valley State University statistics,4dce7386-b869-4d78-aa6d-4124a9b7b9de,Patricia Hoskins,40.0,0.0,28
http://en.wikipedia.org/?curid=1458303,List of international cricket centuries at Punjab Cricket Association IS Bindra Stadium - One Day International centuries,9ecc1c89-00b6-4399-b11a-65195964a9d7,Inderjit Singh Bindra Stadium,27.0,0.0,18
http://en.wikipedia.org/?curid=1458303,List of international cricket centuries at Punjab Cricket Association IS Bindra Stadium - One Day International centuries,9ecc1c89-00b6-4399-b11a-65195964a9d7,Inderjit Singh Bindra Stadium,27.0,0.0,18
http://en.wikipedia.org/?curid=2976205,Strikeout - Pitchers,7c7afcca-58c3-4000-99e4-4beaa36634f8,List of Major League Baseball career strikeout leaders,35.0,14.0,28
http://en.wikipedia.org/?curid=40517,1856 American National Convention - Candidates gallery,65e659d0-2779-4aa2-ba82-9235b77ec7cf,1856 United States presidential election,36.0,28.0,33
http://en.wikipedia.org/?curid=9992451,List Of Ncrha Seasons,08ad4979-b5aa-4fea-9c12-f16dba3f9f0d,Missouri State Bears and Lady Bears,39.0,26.0,35
http://en.wikipedia.org/?curid=18934536,Asymmetric Digital Subscriber Line,625e09e2-c61d-43ca-8617-18f17a253f02,ADSL,16.0,19.0,16
http://en.wikipedia.org/?curid=2976205,Strikeout - Pitchers,7c7afcca-58c3-4000-99e4-4beaa36634f8,List of Major League Baseball career strikeout leaders,35.0,14.0,28
http://en.wikipedia.org/?curid=2976205,Strikeout - Pitchers,7c7afcca-58c3-4000-99e4-4beaa36634f8,List of Major League Baseball career strikeout leaders,35.0,14.0,28
http://en.wikipedia.org/?curid=1458303,List of international cricket centuries at Punjab Cricket Association IS Bindra Stadium - One Day International centuries,9ecc1c89-00b6-4399-b11a-65195964a9d7,Inderjit Singh Bindra Stadium,27.0,0.0,18
http://en.wikipedia.org/?curid=753941,PNC Arena - Top 10 attended Hurricanes games at PNC Arena,ffe38ee3-50b3-49fa-b195-3895034fb808,PNC Arena,27.0,24.0,26
http://en.wikipedia.org/?curid=9992451,List Of Ncrha Seasons,08ad4979-b5aa-4fea-9c12-f16dba3f9f0d,Missouri State Bears and Lady Bears,39.0,26.0,35
http://en.wikipedia.org/?curid=473447,"Aplaya, Cabuyao - Demography",02628988-e2af-4276-a5be-4295eb096211,"Santa Rosa, Laguna - WikipediaWikipedia",42.0,20.0,35
http://en.wikipedia.org/?curid=753941,PNC Arena - Top 10 attended Hurricanes games at PNC Arena,ffe38ee3-50b3-49fa-b195-3895034fb808,PNC Arena,27.0,24.0,26
http://en.wikipedia.org/?curid=18934536,Asymmetric Digital Subscriber Line,625e09e2-c61d-43ca-8617-18f17a253f02,ADSL,16.0,19.0,16
http://en.wikipedia.org/?curid=40517,1856 American National Convention - Candidates gallery,65e659d0-2779-4aa2-ba82-9235b77ec7cf,1856 United States presidential election,36.0,28.0,33
http://en.wikipedia.org/?curid=753941,PNC Arena - Top 10 attended Hurricanes games at PNC Arena,ffe38ee3-50b3-49fa-b195-3895034fb808,PNC Arena,27.0,24.0,26
http://en.wikipedia.org/?curid=6695595,2011 FC Nasaf season - Top Scorers,3a6fad01-9187-49f6-a1b5-ac74fa412116,FC Nasaf,38.0,24.0,33
http://en.wikipedia.org/?curid=4988227,4Th And Long,832b07e8-eeaf-4633-bb7c-9fed11df4f2a,"Richard Long, 4th Viscount Long",37.0,11.0,29
http://en.wikipedia.org/?curid=16514411,1994 PGA Championship - Made the cut,22cde6da-fadc-4883-94f4-a53cff2932fb,1994 Masters Tournament,37.0,30.0,34
http://en.wikipedia.org/?curid=235723,"List of largest shopping malls - Malls with a gross leasable area of 500,000 m2 and over",3ab1b3bc-76f7-494f-b5e6-227438be8ea7,Shopping mall,26.0,48.0,32
http://en.wikipedia.org/?curid=564161,Mark Webber - Complete 24 Hours of Le Mans results,6da8ee05-72ac-4a7d-9841-d57fbcb15d72,Mark Webber (racing driver),39.0,43.0,40
