Similarity,QAS_File,Text_File
0.07235253230041531,qas_30_table_1.txt,section_26.txt
0.07045580542767464,qas_30_table_1.txt,section_29.txt
0.0737470934158434,qas_30_table_1.txt,section_7.txt
0.06541026789077685,qas_30_table_1.txt,section_19.txt
0.07332388734168954,qas_30_table_1.txt,section_2.txt
0.06583875828106092,qas_30_table_1.txt,section_30.txt
0.06676272153963513,qas_30_table_1.txt,section_21.txt
0.05549545421783439,qas_30_table_1.txt,section_24.txt
0.06729776114767355,qas_30_table_1.txt,section_23.txt
0.07144772118697967,qas_30_table_1.txt,section_31.txt
0.06899972826493433,qas_30_table_1.txt,section_16.txt
0.08994063400960786,qas_30_table_1.txt,section_27.txt
0.07054155983669473,qas_30_table_1.txt,section_12.txt
0.06541026789077685,qas_30_table_1.txt,section_18.txt
0.06208848666054782,qas_30_table_1.txt,section_25.txt
0.07125217865302189,qas_30_table_1.txt,section_6.txt
0.07126164365371734,qas_30_table_1.txt,section_5.txt
0.07145941999735103,qas_30_table_1.txt,section_11.txt
0.07086741579874811,qas_30_table_1.txt,section_14.txt
0.08002043085885663,qas_30_table_1.txt,section_10.txt
0.0660413351059476,qas_30_table_1.txt,section_9.txt
0.06541026789077685,qas_30_table_1.txt,section_20.txt
0.05557824224800134,qas_30_table_1.txt,section_17.txt
0.06483934090389618,qas_30_table_1.txt,section_22.txt
0.0715590768092903,qas_30_table_1.txt,section_1.txt
0.06789069397176456,qas_30_table_1.txt,section_15.txt
0.07227061720928693,qas_30_table_1.txt,section_4.txt
0.07434816892185306,qas_30_table_1.txt,section_13.txt
0.06632655135151982,qas_30_table_1.txt,section_8.txt
0.07316008583328314,qas_30_table_1.txt,section_28.txt
0.06789606858405704,qas_30_table_1.txt,section_3.txt
0.1618624709757576,qas_30_table_2.txt,section_26.txt
0.1484272387117977,qas_30_table_2.txt,section_29.txt
0.1852037406598983,qas_30_table_2.txt,section_7.txt
0.16906271484565544,qas_30_table_2.txt,section_19.txt
0.15664461000091076,qas_30_table_2.txt,section_2.txt
0.14253552128515135,qas_30_table_2.txt,section_30.txt
0.13926535572268428,qas_30_table_2.txt,section_21.txt
0.1330510355029279,qas_30_table_2.txt,section_24.txt
0.1595415523165488,qas_30_table_2.txt,section_23.txt
0.15084806120460648,qas_30_table_2.txt,section_31.txt
0.19598154207925972,qas_30_table_2.txt,section_16.txt
0.18842495213176016,qas_30_table_2.txt,section_27.txt
0.17151889859662833,qas_30_table_2.txt,section_12.txt
0.16906271484565544,qas_30_table_2.txt,section_18.txt
0.15000812681672998,qas_30_table_2.txt,section_25.txt
0.18229879100086555,qas_30_table_2.txt,section_6.txt
0.1520124351073066,qas_30_table_2.txt,section_5.txt
0.18338772978017812,qas_30_table_2.txt,section_11.txt
0.18440670088443006,qas_30_table_2.txt,section_14.txt
0.2079666450070533,qas_30_table_2.txt,section_10.txt
0.14992017535799487,qas_30_table_2.txt,section_9.txt
0.16906271484565544,qas_30_table_2.txt,section_20.txt
0.14647692347937485,qas_30_table_2.txt,section_17.txt
0.14894131677773464,qas_30_table_2.txt,section_22.txt
0.14466413875665848,qas_30_table_2.txt,section_1.txt
0.18241063717299746,qas_30_table_2.txt,section_15.txt
0.1647130362109856,qas_30_table_2.txt,section_4.txt
0.18378386804130808,qas_30_table_2.txt,section_13.txt
0.16598536902237743,qas_30_table_2.txt,section_8.txt
0.16404330634483794,qas_30_table_2.txt,section_28.txt
0.15201993181542264,qas_30_table_2.txt,section_3.txt
0.15034320274116073,qas_30_table_3.txt,section_26.txt
0.14614081234090404,qas_30_table_3.txt,section_29.txt
0.15295460808202607,qas_30_table_3.txt,section_7.txt
0.13874850822370433,qas_30_table_3.txt,section_19.txt
0.15088958360903681,qas_30_table_3.txt,section_2.txt
0.13765581308504157,qas_30_table_3.txt,section_30.txt
0.13820417360833798,qas_30_table_3.txt,section_21.txt
0.11523921517135526,qas_30_table_3.txt,section_24.txt
0.14224269076622081,qas_30_table_3.txt,section_23.txt
0.14822770173255168,qas_30_table_3.txt,section_31.txt
0.14200016011967276,qas_30_table_3.txt,section_16.txt
0.18268854145282737,qas_30_table_3.txt,section_27.txt
0.14893807462989417,qas_30_table_3.txt,section_12.txt
0.13874850822370433,qas_30_table_3.txt,section_18.txt
0.13453853456858741,qas_30_table_3.txt,section_25.txt
0.14090802281273734,qas_30_table_3.txt,section_6.txt
0.14731434120997974,qas_30_table_3.txt,section_5.txt
0.1533023796961981,qas_30_table_3.txt,section_11.txt
0.14674387467432087,qas_30_table_3.txt,section_14.txt
0.16100513578418216,qas_30_table_3.txt,section_10.txt
0.13041243287547488,qas_30_table_3.txt,section_9.txt
0.13874850822370433,qas_30_table_3.txt,section_20.txt
0.11869844050908664,qas_30_table_3.txt,section_17.txt
0.13902955771575004,qas_30_table_3.txt,section_22.txt
0.1460003046938036,qas_30_table_3.txt,section_1.txt
0.1442785591869345,qas_30_table_3.txt,section_15.txt
0.15137818653892346,qas_30_table_3.txt,section_4.txt
0.15478412550110543,qas_30_table_3.txt,section_13.txt
0.13826594451365637,qas_30_table_3.txt,section_8.txt
0.14937848230608342,qas_30_table_3.txt,section_28.txt
0.14228548774582295,qas_30_table_3.txt,section_3.txt
