URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=11650849,Bears–Packers rivalry - 1920s (Bears 7–6–3),c181b456-df34-438d-b57a-d6c3e8050bc0,Bears–Packers rivalry,66,48,60
http://en.wikipedia.org/?curid=18569105,Athletics At The 2008 Summer Olympics - Men 'S 400 Metres,cb685640-4380-4c2d-b1cb-82568360a669,Athletics at the 2008 Summer Olympics – Men's 400 metres,97,99,97
http://en.wikipedia.org/?curid=52789609,1940 Big Ten Conference football season - Results and team statistics,1a94ffca-3c99-44f3-8b1d-3dda421a172a,1940 Big Ten Conference football season,72,100,80
http://en.wikipedia.org/?curid=619949,"John Higgins - Minor-ranking finals: 6 (3 titles, 3 runners-up)",560c7c90-1e0b-4e45-b41a-47354912b61a,John Higgins,32,99,52
http://en.wikipedia.org/?curid=12932504,Aubertin - Administration,9b6892e3-da1c-4174-a899-48e4520aa53d,Aubertin,48,98,62
http://en.wikipedia.org/?curid=37650258,List Of Highest - Grossing Bollywood Films,c1de9f60-253b-47de-9d3c-8304025e8e47,List of highest-grossing Indian films,81,40,68
http://en.wikipedia.org/?curid=50774866,2016–17 American Athletic Conference men's basketball season - Coaches,8a855d04-80f0-4fe2-9f28-5c1840c3f8d5,2016–17 American Athletic Conference men's basketball ...,85,100,89
http://en.wikipedia.org/?curid=13974015,2008 St. Louis Rams season - NFL Draft,7edc51af-3dce-4cae-9178-57f2c8448eff,2008 St. Louis Rams season,81,100,86
http://en.wikipedia.org/?curid=14624447,2008 Kentucky Wildcats Football Team,49deab74-9413-427e-b23d-50991d20af09,2008 Kentucky Wildcats football team,100,94,98
http://en.wikipedia.org/?curid=13733336,"Sports in Erie, Pennsylvania - ",9daeac4a-16ef-498e-b153-2050eb05e9cd,"Sports in Erie, Pennsylvania",95,56,83
