URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=13043324,Primera División De Fútbol Profesional Apertura 2001,ee65197a-ce20-4e3c-a5dc-ba2f91a39c63,Primera División de Fútbol Profesional Apertura 2001,100,80,88
http://en.wikipedia.org/?curid=33185676,2012 Malmö FF season - In,be832047-05e6-43aa-8205-2ed16d46f6a7,2012 Malmö FF season,89,88,88
http://en.wikipedia.org/?curid=18896680,Northeast Corner Conference Of Indiana,0590d69d-4235-4426-81a2-de41019b9ed6,Northeast Corner Conference,83,78,80
http://en.wikipedia.org/?curid=39519793,Battle of Malta poker tournament - Main Event results,90c14ba1-3def-48b4-8e0b-264de0e4833a,Battle of Malta poker tournament,75,31,48
http://en.wikipedia.org/?curid=33534764,List of flag bearers for Monaco at the Olympics - ,67506297-6fe9-4268-abbb-799c1401a5f6,List of flag bearers for Monaco at the Olympics,97,39,62
http://en.wikipedia.org/?curid=4190024,List of cities in Connecticut - List of cities in Connecticut,ba8fa32b-80cc-4199-a11f-4d91a8db0b57,List of municipalities in Connecticut,59,23,37
http://en.wikipedia.org/?curid=28011806,Dykt,1b8c1df8-7dff-45c3-9756-41b760b973ad,File:TLVCRS.jpg,11,25,19
http://en.wikipedia.org/?curid=16870921,List of 30 Rock episodes - Season 2 (2007–08),a2290dd3-179f-469a-b84f-838335836f52,30 Rock season 2,52,19,32
http://en.wikipedia.org/?curid=343382,List of cities in Nepal - Sub-metropolitan city (उप-महानगरपालिका),baa1b4be-1259-4ea9-8103-0c445382955e,List of cities in Nepal,52,43,46
http://en.wikipedia.org/?curid=490153,Peter W. Rodino - General elections,b8649d35-0760-4dd0-a3b8-fd3a4eced158,Peter W. Rodino,60,99,83
