URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=43328430,"List of cities and towns in Greenland - Towns and settlements with a population between 200 and 1,000",c7782e38-5af1-4b5d-9488-5b7d29bb5efd,List of cities and towns in Greenland,54,30,39
http://en.wikipedia.org/?curid=3687826,The Great Society (band) - Albums,94e5e999-2ab1-49ee-98d1-c7b0e21a0c1d,The Great Society (band),84,27,49
http://en.wikipedia.org/?curid=1053453,Real Salt Lake,55c14c46-c24e-4889-ad8c-16f2580d88e7,Real Salt Lake,100,67,80
http://en.wikipedia.org/?curid=16474033,Flavio Cipolla,b4515759-3190-4c44-9e49-7f4cb51e865b,Flavio Cipolla,100,18,50
http://en.wikipedia.org/?curid=10646790,1969 Boston Patriots Season,374a14e4-fe5a-4b1c-89ad-1a296e127c74,1969 Boston Patriots season,100,87,92
http://en.wikipedia.org/?curid=52980766,Working Class Party - Election results,85d03dcb-72f8-4cd4-a016-3e05deaccc4a,Working Class Party,67,33,46
http://en.wikipedia.org/?curid=167482,Am5X86,270951a0-e18d-4762-ab26-25dfa5d0c275,Am5x86,100,55,73
http://en.wikipedia.org/?curid=47343792,"Jamie Rhys Clarke - Amateur finals: 5 (2 titles, 3 runner-ups)",226ea0b7-a2dd-4831-8fa5-83fefe8951f4,Jamie Clarke (snooker player),44,71,60
http://en.wikipedia.org/?curid=51302041,AmericanMuscle - AmericanMuscle Charity Mustang Show,b580662e-bedf-4cde-b5ad-16eb0b00b6ba,AmericanMuscle,42,100,76
http://en.wikipedia.org/?curid=1233829,Hans Heyer,c389dd97-d0d2-4856-a6eb-c785e2e51f91,Hans Heyer,100,50,70
