URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=54042040,Lakshmi Narasimha Entertainments - Film Production,7ec76897-1263-44af-9243-4d57d98ad69c,Lakshmi Narasimha Entertainments,78,78,78
http://en.wikipedia.org/?curid=3520232,Young Lion Cup - Young Lion Cup winners,839082d2-3b80-47a9-84e7-44eae6d111a7,Young Lion Cup,53,88,63
http://en.wikipedia.org/?curid=18012738,Doctor Who (Series 1),99547b0a-5b8f-4fd3-bf6e-c52066217bd2,Doctor Who series 1,95,20,72
http://en.wikipedia.org/?curid=39423432,List of NCAA Division I men's ice hockey seasons - Tournament play begins,145fa9a8-9f9f-4994-a473-b1154fabe211,List of NCAA Division I men's ice hockey seasons,79,87,81
http://en.wikipedia.org/?curid=41241450,Junior Eurovision Song Contest 2015 - Results,f84d29f9-471c-4aa4-8b39-27389b99fc1d,Junior Eurovision Song Contest 2015,88,83,86
http://en.wikipedia.org/?curid=13044986,María José Poves,f9a2f3d7-196f-4493-8bcf-5bd67bf06bd7,María José Poves,100,48,84
http://en.wikipedia.org/?curid=1756060,Alto De L'Angliru,13411ef8-2f2f-48c5-8f4a-30ad0bbc1627,Alto de l'Angliru,100,65,89
http://en.wikipedia.org/?curid=46741510,2008 in DREAM - Events list,eb887d89-cba5-41b2-b29c-584251497442,2008 in DREAM,65,100,75
http://en.wikipedia.org/?curid=841886,List of Foreign Ministers of Belgium - 1800s,2514637a-673f-41c1-b1b5-740c2db7c692,List of foreign ministers of Belgium,90,100,93
http://en.wikipedia.org/?curid=26219943,West Bromwich Albion F.C. - Notable former players,fc104a00-de17-400a-a283-54f44f437c4e,List of West Bromwich Albion F.C. players,73,42,63
