URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=21446,November Nine - 2015,5f90e0fd-a26f-442b-931f-08a1cdbf9425,November 9,60,36,45
http://en.wikipedia.org/?curid=37908920,"Larry Smith (basketball, born 1968) - 1990-91 season",c0265dff-06e8-4bec-ba71-d7299d930d38,"Larry Smith (basketball, born 1968)",80,100,92
http://en.wikipedia.org/?curid=56615815,"List of Power Rangers episodes - Power Rangers Beast Morphers (Season 26, 2019)",38cac0be-b094-4557-808c-f8df657e89c6,Power Rangers Beast Morphers,52,63,58
http://en.wikipedia.org/?curid=44158797,List of American Experience episodes - Season 24 (2012),872c4620-4d32-43fd-b8e5-17aec96f7cd5,American Experience season 24,69,66,67
http://en.wikipedia.org/?curid=18197543,1974–75 Kentucky Colonels season - Eastern Division Semifinals,0faf6bd9-73ce-4c08-8cb2-a3c7fe8c6e04,1974–75 Kentucky Colonels season,68,67,67
http://en.wikipedia.org/?curid=18164934,List of UK universities by date of foundation - Former members of federal universities,9b5a77d0-783b-4cf1-a506-ec634bc9e84d,List of universities in the United Kingdom by date ...,41,100,76
http://en.wikipedia.org/?curid=10015132,Toronto Raptors All - Time Roster,2dec21cc-227a-48a1-a41c-1754a0d3c281,Toronto Raptors all-time roster,97,47,67
http://en.wikipedia.org/?curid=31816295,Athletics at the 2012 Summer Olympics – Men's javelin throw - Final,7e451879-c124-4688-8d4b-8fb88573474f,Athletics at the 2012 Summer Olympics – Men's javelin throw,94,88,90
http://en.wikipedia.org/?curid=2218221,Island Games - Game venues,d4821af0-8d70-425f-bfa0-1ffc13e3b654,Island Games,63,73,69
http://en.wikipedia.org/?curid=14532,Italy,29be05eb-74b7-409f-8b0e-861002e04b1b,Italy,100,34,60
