URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=1262623,Pacific Racing,e1b7ea4a-8c47-496c-a721-a4bf1a271379,Pacific Racing,100,69,90
http://en.wikipedia.org/?curid=37704188,2013–14 Adelaide United FC season - Attendance at home games,38ef1aad-e619-45be-841e-7edc606f3bcc,2013–14 Adelaide United FC season,71,98,79
http://en.wikipedia.org/?curid=17608546,Novi Sad raid - Casualties,673afe25-ce0e-4e24-9eb3-538f61bf73bd,Novi Sad raid,67,100,76
http://en.wikipedia.org/?curid=14014822,List of Benedictine colleges and universities - Institutions,fbd4fd23-e4da-4051-90d1-afcb75e1b838,List of Benedictine colleges and universities,86,99,89
http://en.wikipedia.org/?curid=2984468,Ronnie Cruz - Career college statistics,1846cdb3-fef5-4dd5-9a26-9a07174aadba,Ronnie Cruz,44,100,60
http://en.wikipedia.org/?curid=482855,Christian Democratic Movement - National Council,99171e31-bb62-4dc7-9f7a-71d43cf4930f,Christian Democratic Movement,75,41,64
http://en.wikipedia.org/?curid=54634178,Teresa Recio,62b45d2e-cf70-4dbd-a5a7-99f31c163a3d,Ohtli Award - WikipediaWikipedia,18,0,12
http://en.wikipedia.org/?curid=17993892,Nesta Carter - Time progression in the 100 m,0ee5ba59-e890-4aa2-8cd1-a970daea29de,Nesta Carter,43,69,50
http://en.wikipedia.org/?curid=1383396,1998 In British Music,676b7577-0639-4314-b038-5dd449c8e9a0,1998 in British music,100,94,98
http://en.wikipedia.org/?curid=256286,List Of Oregon Ballot Measures,64afae70-b35e-4d01-9320-537eb0a9e424,List of Oregon ballot measures,100,63,88
