URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=37792564,Eric Granado - By season,a7398c35-0a73-406a-a074-5274ae8fd3cf,Eric Granado,67,85,77
http://en.wikipedia.org/?curid=46741510,2008 in DREAM - Events list,eb887d89-cba5-41b2-b29c-584251497442,2008 in DREAM,65,100,86
http://en.wikipedia.org/?curid=44894113,The Dresden Files short fiction - Stories by internal chronology,606124d4-7a47-448e-9a6e-00438080e83d,The Dresden Files short fiction,65,80,74
http://en.wikipedia.org/?curid=47780007,2010 in DREAM - Events list,6ee3d291-1155-4187-bff7-2513c50c0143,2010 in DREAM,65,100,86
http://en.wikipedia.org/?curid=14056076,1985 - 86 New York Rangers Season,544258b9-fc64-40b8-b631-ce0290d4f307,1985–86 New York Rangers season,94,95,94
http://en.wikipedia.org/?curid=6531957,Sham Kwok Keung - International career,91d1c9f5-989d-4ced-a6c8-3d5ef8c400fb,Sham Kwok Keung,57,100,82
http://en.wikipedia.org/?curid=18602462,Netherlands At The 2008 Summer Paralympics,f20b9828-f95a-437a-bdf3-71ab69a22773,Netherlands at the 2008 Summer Paralympics,100,81,88
http://en.wikipedia.org/?curid=15357446,List of Phillips Academy Heads of School - ,1cb0946c-646f-4c61-96fe-faae04236447,List of Phillips Academy heads of school,96,95,95
http://en.wikipedia.org/?curid=6791779,Fiba Eurobasket 2007 Squads,80e4e915-3918-479e-9546-e102b07bceea,EuroBasket 2007,71,69,69
http://en.wikipedia.org/?curid=192545,Eurovision Song Contest 1974 - Results,18215b1c-8b77-4f55-beb2-8bd8a9c03c9f,Eurovision Song Contest 1974,85,94,90
