URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=34416787,List of best-selling singles - 6–6.99 million copies,646bf41a-b925-4daa-91c8-c19c7516b61d,Heart (Glee),19,27,23
http://en.wikipedia.org/?curid=31846480,List of reservoirs in Staffordshire - ,0972e125-1738-4c71-a0dd-acc62430474c,List of reservoirs in Staffordshire,96,100,98
http://en.wikipedia.org/?curid=53258240,1972 Big Ten Conference football season - Results and team statistics,5c076ed6-eb43-4dfc-9510-1da399875c42,1972 Big Ten Conference football season,72,100,88
http://en.wikipedia.org/?curid=1923983,Eurovision Song Contest 2006 - Semi-final,cedb8ffe-5a78-4e4a-8171-945567e09b7a,Eurovision Song Contest 2006,81,94,88
http://en.wikipedia.org/?curid=1256321,Democratic League of Kosovo - Election results,59754758-d019-43dd-a769-852b2416ecd1,Democratic League of Kosovo,74,59,65
http://en.wikipedia.org/?curid=38708229,Alternative for Germany - State Parliaments (Landtage),c4b9f566-3f5f-4bdf-bc94-fef5f43751eb,Alternative for Germany,60,43,49
http://en.wikipedia.org/?curid=22249552,2009 World Championships in Athletics – Men's 200 metres - Final,d75d24bc-2669-4eb0-aa0a-ee1d4a520580,2009 World Championships in Athletics – Men's 200 metres,93,73,81
http://en.wikipedia.org/?curid=34416787,List of best-selling singles - 6–6.99 million copies,3c4f160b-f225-45ff-a01e-fcde769a88c3,Heart (Glee),19,27,23
http://en.wikipedia.org/?curid=36467189,Gunnar Jeannette - 24 Hours of Le Mans results,9fc3e6d6-74be-49da-a07e-756883f519c9,Gunnar Jeannette,52,100,80
http://en.wikipedia.org/?curid=35904384,Synchronized swimming at the 2012 Summer Olympics – Women's team - Results,a13debcb-43b4-4e36-bbe8-ee743b7407d8,Synchronized swimming at the 2012 Summer Olympics,80,86,83
