URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=177153,Er (Tv Series),d23ab0e5-54f0-4bed-9578-32fc9ac6a4e9,ER (TV series),100,51,85
http://en.wikipedia.org/?curid=21446,November Nine - 2015,5f90e0fd-a26f-442b-931f-08a1cdbf9425,November 9,60,29,50
http://en.wikipedia.org/?curid=11786687,2007 San Jose Sabercats Season,0918e47f-b436-4824-a1f6-7e7ead4ffd85,2007 San Jose SaberCats season,100,88,96
http://en.wikipedia.org/?curid=2248784,List Of Asian And Pacific Countries By Gdp (Ppp),ef8ee508-047b-4d55-ab27-429d10bcabe6,List of Asian and Pacific countries by GDP (PPP),100,59,87
http://en.wikipedia.org/?curid=33529153,List of flag bearers for the Soviet Union at the Olympics - ,06b3fd3c-94ea-43bd-8667-56017c73c978,List of flag bearers for the Soviet Union at the Olympics,97,78,91
http://en.wikipedia.org/?curid=15722145,San Diego Gulls (1995 - 2006),d8ce11cc-0c21-4eff-b5d3-c4679808297f,San Diego Gulls (1995–2006),93,42,77
http://en.wikipedia.org/?curid=5982452,List of lieutenant governors of Rhode Island - Deputy and lieutenant governors of the State of Rhode Island,7c9a91a2-1c19-4333-9bd0-9d5c269abd58,List of lieutenant governors of Rhode Island,58,79,64
http://en.wikipedia.org/?curid=1460298,Holby City - Ratings,65f71987-f653-4578-91e8-6afabb99a8b3,Holby City,67,89,73
http://en.wikipedia.org/?curid=31846480,List of reservoirs in Staffordshire - ,0972e125-1738-4c71-a0dd-acc62430474c,List of reservoirs in Staffordshire,96,100,97
http://en.wikipedia.org/?curid=32171889,Errika Prezerakou - Outdoor,9470f341-de89-4299-bbcc-98083fcf2252,Errika Prezerakou,77,90,80
