URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=2947773,European Cup and UEFA Champions League records and statistics - All-time top player appearances,959a8285-695d-439f-ac9e-3c6be608be16,European Cup and UEFA Champions League records ...,65,55,59
http://en.wikipedia.org/?curid=1415821,Fiat Ducato,a6d8ff39-c88e-43ec-8be4-8c6dd043588a,Fiat Ducato,100,77,86
http://en.wikipedia.org/?curid=643014,List of universities in Serbia - Public,c2b6795b-ff52-4249-8c33-238cf577513b,List of universities in Serbia,87,99,94
http://en.wikipedia.org/?curid=17284654,1989 NBA expansion draft - Selections,d1fd8171-54ce-459b-bcd8-f2b29d2cf0c9,1989 NBA expansion draft,79,100,91
http://en.wikipedia.org/?curid=343377,List of cities in Madagascar - ,98415753-8f50-4cdd-9cbc-2c82a1a8e740,List of cities in Madagascar,95,37,60
http://en.wikipedia.org/?curid=31310485,List of tallest buildings in Mississauga - Buildings,e64daf74-e7fd-49a9-b22d-bd0f88cfc281,List of tallest buildings in Mississauga,87,35,55
http://en.wikipedia.org/?curid=44061166,Batman: Endgame - Sales,6b1f3ffa-39ff-408f-909a-4a89096b6985,Batman: Endgame,79,89,85
http://en.wikipedia.org/?curid=10710364,Religion In India,52abed68-fdd6-45ad-bc9d-86c222fe09b4,Religion in India,100,38,62
http://en.wikipedia.org/?curid=17382411,1967 - 68 Seattle Supersonics Season,5bca13f6-bda1-47c1-9d77-3375a6da856a,1967–68 Seattle SuperSonics season,94,82,86
http://en.wikipedia.org/?curid=5883500,Nowy Dwór Gdański County - Administrative division,9365f510-5fc4-475c-996a-b60066fde1d8,"Nowy Dwór County, Pomeranian Voivodeship",56,0,22
