URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=15829930,Chennai Super Kings,6880c173-f9af-4a89-b519-0635c7cdb0e4,Chennai Super Kings,100,93,95
http://en.wikipedia.org/?curid=1104201,1918 World Series - Summary,80f13f08-a825-4f1a-8730-c2fe139e049d,1918 World Series,77,100,90
http://en.wikipedia.org/?curid=16990777,"List of tallest buildings in Macon, Georgia - ",11cfc8f5-f520-4272-9c43-d1d26bc23e3e,List of tallest freestanding structures,54,50,51
http://en.wikipedia.org/?curid=373200,Crystal Palace National Sports Centre - Crystal Palace FA Cup Finals 1895–1914,51517b4f-9d5b-4814-bdbc-bc78fdd67fa7,Crystal Palace National Sports Centre,64,80,73
http://en.wikipedia.org/?curid=11174272,List Of Tvb Series (2005),0ffdabe9-fa9c-44c8-b24f-b78f7dfc6a32,List of TVB series (2005),100,100,100
http://en.wikipedia.org/?curid=7037507,Mikołów County - Administrative division,f4c2acea-7eac-4451-b772-7d699042e8d4,Mikołów County,52,32,40
http://en.wikipedia.org/?curid=10818465,Sparc Enterprise,6ad35114-b8b1-4623-bcf4-dfe1ea7bfa39,SPARC Enterprise,100,32,59
http://en.wikipedia.org/?curid=1672976,Acc - Big Ten Challenge,1b089516-d311-4c18-a955-281eb3635cbc,ACC–Big Ten Challenge,91,47,64
http://en.wikipedia.org/?curid=42528737,1989 Karnataka Legislative Assembly election - Results,634d7aa0-7748-4bd1-bdc4-a6f3a5a6c611,1989 Karnataka Legislative Assembly election,90,39,59
http://en.wikipedia.org/?curid=55122974,List of Double-A baseball stadiums - Southern League,5468bea9-d2df-4601-a809-beeafe91cf05,List of Double-A baseball stadiums,79,51,62
