URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=17625749,Wru Division Five South East,43cdab10-f355-4dfc-afe5-c4a067bf7bcc,WRU Division Five South East,100,19,51
http://en.wikipedia.org/?curid=2156758,List Of Samurai Jack Episodes,6c27dde2-0a6f-41bf-aeea-41d9832869d7,List of Samurai Jack episodes,100,18,50
http://en.wikipedia.org/?curid=2226817,List Of Married... With Children Episodes,f28be59a-4c07-4b84-97fb-237b3047df90,List of Married... with Children episodes,100,62,77
http://en.wikipedia.org/?curid=412037,Democratic Action Party - General election results,7df99e3d-f7c7-4681-816c-f5ba4717a537,Democratic Action Party,63,97,83
http://en.wikipedia.org/?curid=26669939,European Throwing Cup - Editions,1ea63241-d028-4d5c-af03-d0b6703ff13a,European Throwing Cup,79,25,46
http://en.wikipedia.org/?curid=7577577,List of best-selling singles - 15 million copies or more,93b3f0ef-0bba-4e3f-9cd0-898d7e36148f,List of best-selling singles,67,76,72
http://en.wikipedia.org/?curid=16002638,Dundee Hurricanes,1c8684b6-c7fa-4a68-bf4f-51884fb009f6,Dundee Hurricanes,100,95,97
http://en.wikipedia.org/?curid=38827962,List of American Horror Story episodes - Season 3: Coven (2013–14),cf63ab55-3af5-4b24-adfc-e3858f1820e1,American Horror Story: Coven,60,5,27
http://en.wikipedia.org/?curid=33531330,List of flag bearers for Vietnam at the Olympics - ,957d53ba-8abc-4da0-9a7c-6bf4c9da7604,List of flag bearers for Vietnam at the Olympics,97,1,39
http://en.wikipedia.org/?curid=15272495,Emily Hewson,d79736ad-8fdc-41ff-ab1e-75c22a69d558,Emily Hewson,100,50,70
