URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=18803620,Ice Hockey At The 2010 Winter Olympics - Women 'S Tournament,b51e3fea-eecb-4c63-b818-6f7169258bb6,Ice hockey at the 2010 Winter Olympics – Women's ...,86,90,88
http://en.wikipedia.org/?curid=1256321,Democratic League of Kosovo - Election results,59754758-d019-43dd-a769-852b2416ecd1,Democratic League of Kosovo,74,65,68
http://en.wikipedia.org/?curid=32645886,List of songs which have spent the most weeks on the UK Singles Chart - Songs with 50 or more weeks in the Top 40,109a3655-4395-442d-9632-6f9de740123f,List of songs which have spent the most weeks on the UK ...,65,40,50
http://en.wikipedia.org/?curid=31310485,List of tallest buildings in Mississauga - Buildings,a9c6839f-6094-4dc1-ba01-5468d8c89414,List of tallest buildings in Mississauga,87,35,55
http://en.wikipedia.org/?curid=26168687,Mighty Ships,ef0937c9-b265-4154-a5ed-a75b94184f03,Mighty Ships,100,24,54
http://en.wikipedia.org/?curid=17162128,1999 U.S. Open (golf) - Made the cut,179c0902-a939-40d0-a756-09e877102506,1999 U.S. Open (golf),74,35,50
http://en.wikipedia.org/?curid=12774720,Michael Kohlmann,860fd8bc-a0d2-45cd-94de-bf07a6fa834c,Michael Kohlmann,100,78,86
http://en.wikipedia.org/?curid=26367570,List Of Criminal Minds : Suspect Behavior Episodes,95bc53d0-efe9-4714-b9c1-a3d753340da8,Criminal Minds: Suspect Behavior,78,18,42
http://en.wikipedia.org/?curid=38431305,List of The Americans episodes - Season 1 (2013),89ea1ae9-b429-4b7e-bf46-3098afc1ecb7,List of The Americans episodes,77,100,90
http://en.wikipedia.org/?curid=29542269,2011 British Columbia Scotties Tournament Of Hearts,83d6f4de-fad5-4e24-9945-f209ca5db625,2011 British Columbia Scotties Tournament of Hearts,100,100,100
