URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=1095938,Hull F.C,d834676b-b433-4a43-a4d8-33512322a017,Hull F.C.,94,42,78
http://en.wikipedia.org/?curid=20877272,2007 - 08 Rugby - Bundesliga,4eb6feff-563e-48fd-b115-b0cbcfb89eff,2007–08 Rugby-Bundesliga,88,92,89
http://en.wikipedia.org/?curid=17406991,1964 San Francisco 49Ers Season,b2155003-fa39-4586-9143-523dd7b96b8f,1964 San Francisco 49ers season,100,89,96
http://en.wikipedia.org/?curid=15559220,1986 - 87 Football Conference,1793d86e-3862-4ffc-a367-4f70e61b0168,1986–87 Football Conference,93,95,93
http://en.wikipedia.org/?curid=1547951,Todd Woodbridge,a85e1858-1c80-41ef-8fbf-c9beb1fdc09a,Todd Woodbridge,100,72,91
http://en.wikipedia.org/?curid=7577577,List of best-selling singles - 5–5.9 million copies,4dbbb40e-33f9-492d-8f7a-fef7f816ffdb,List of best-selling singles,71,11,52
http://en.wikipedia.org/?curid=2293510,Development Regions Of Romania,6cd9d824-bc2c-416c-a536-238a4dea01dc,Development regions of Romania,100,67,90
http://en.wikipedia.org/?curid=1013819,Chicago Winds - Results,ebe9452c-b73e-4080-b876-123922403634,Chicago Winds,72,100,80
http://en.wikipedia.org/?curid=20715044,List of best-selling singles - 10–11.99 million copies,1efdacfa-aab5-4b6b-bf60-5f139b175099,Game of Thrones,17,9,14
http://en.wikipedia.org/?curid=43358688,Athletics at the 2014 Commonwealth Games – Women's 400 metres - Heat 5,31ee452c-126a-450e-9097-925dbc074052,Athletics at the 2014 Commonwealth Games,73,97,80
