URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=18871102,North Central Conference (IHSAA) - Former Members,ce77e752-e839-4956-b3d9-18e86435a5b0,North Central Conference (Indiana),72,95,85
http://en.wikipedia.org/?curid=14707564,List Of Fc Barcelona Records And Statistics,8a5d020b-ef74-4b3f-8a2a-a46685c992cb,List of FC Barcelona records and statistics,100,32,59
http://en.wikipedia.org/?curid=11901273,2007 - 08 Toronto Maple Leafs Season,b00ecd43-fcb5-4474-b058-4b06213da4bf,2007–08 Toronto Maple Leafs season,94,73,81
http://en.wikipedia.org/?curid=79703,Pennsylvania State Athletic Conference - Current members,e0135537-3d08-4bc1-859c-aeddfdbb2371,Pennsylvania State Athletic Conference,81,37,54
http://en.wikipedia.org/?curid=18502613,Khajuraho (Lok Sabha Constituency),ffede275-c3a6-4ed5-ad68-218d76cfe605,Khajuraho Lok Sabha constituency,97,45,65
http://en.wikipedia.org/?curid=15958506,Religion in Thailand - Censuses,1270bd1d-1f8e-42f5-89e4-abf85fd88fcc,Religion in Thailand,78,40,55
http://en.wikipedia.org/?curid=36048519,List of best-selling singles - 10–11.99 million copies,1efdacfa-aab5-4b6b-bf60-5f139b175099,List of awards and...,29,18,22
http://en.wikipedia.org/?curid=34668475,2012 Pac-12 Conference football season - Bowl games,975833e4-2e9f-47b6-8ee7-99cc04493518,2012 Pac-12 Conference football season,85,100,94
http://en.wikipedia.org/?curid=45661106,Top Gear (2002 Tv Series),d63a64fd-c758-48b8-aeea-1713765ef349,Top Gear (2002 TV series),100,9,45
http://en.wikipedia.org/?curid=1460298,Holby City - Ratings,65f71987-f653-4578-91e8-6afabb99a8b3,Holby City,67,79,74
