URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=52784524,1962 World 600 - Top ten finishers,81d2ea19-e4db-4e13-9f3b-5083d12f7fc3,1962 World 600,58,65,62
http://en.wikipedia.org/?curid=13209834,Lone Pine International - Summary,ce119b82-1a40-4a41-ab2c-47355f8afb21,Lone Pine International,82,100,92
http://en.wikipedia.org/?curid=53091516,1953 Big Ten Conference football season - Results and team statistics,5b4bfcc3-141f-443e-908f-bba4b725edbc,1953 Big Ten Conference football season,72,100,88
http://en.wikipedia.org/?curid=4266196,Sokil Kiev - Drafted players,48de97f2-2cae-4e1f-af2a-2fe3797850fb,Sokil Kyiv,47,70,60
http://en.wikipedia.org/?curid=31846480,List of reservoirs in Staffordshire - ,b5ecba49-9470-4505-a79f-b7be3957a3cb,List of reservoirs in Staffordshire,96,100,98
http://en.wikipedia.org/?curid=379331,List of cities and towns in Bangladesh - Major cities,1d4e6719-4fce-4960-9199-b7b71e046ada,List of cities and towns in Bangladesh,84,28,50
http://en.wikipedia.org/?curid=453269,List of companies of the Czech Republic - Largest by revenue,83571fa2-6f91-49d3-a9bb-8778d1f20704,List of companies of the Czech Republic,79,66,71
http://en.wikipedia.org/?curid=30777003,List of tallest buildings in Fort Lauderdale - Tallest Buildings Completed,aad03ef6-e298-4fef-a0ef-6a01bd4b8c57,List of tallest buildings in Fort Lauderdale,75,77,76
http://en.wikipedia.org/?curid=5880716,Pablo Nieto - Grand Prix motorcycle racing career,89b0beed-f4d0-4bc6-81ff-c02d1138b896,Pablo Nieto,37,100,74
http://en.wikipedia.org/?curid=362514,Progressive Unionist Party - Northern Ireland Assembly,fdb449bf-29ca-438c-a4ca-8dcf411f04da,Progressive Unionist Party,65,95,83
