URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=13836704,Busiest Airports In The United Kingdom By Total Passenger Traffic,7499c582-1f4f-4c84-8351-3c0bea50aa97,List of busiest airports in the United Kingdom,68,100,77
http://en.wikipedia.org/?curid=1680162,California 'S Great America,4e6c2b4c-d88a-48c1-91e2-4194f35d82c9,California's Great America,98,48,83
http://en.wikipedia.org/?curid=56389763,2017 Atlantic Sun Conference men's soccer season - Head coaches,05561485-2601-4c87-811f-522f3218d844,2017 ASUN Conference men's soccer season,78,100,84
http://en.wikipedia.org/?curid=25928615,List of best-selling singles - 7–7.99 million copies,236c96f4-8eba-475e-9d84-c3af07c1de77,The X Factor (British TV series) series 7,28,18,24
http://en.wikipedia.org/?curid=29627891,Ruban Jaune - Holders of the Ruban Jaune,822b3c1e-ca1a-49f7-8b0b-17b17b32adc7,Ruban Jaune,43,100,60
http://en.wikipedia.org/?curid=36440557,List of the busiest airports in Ecuador - Busiest airports by passenger traffic,a613cd31-7d1d-43d7-83de-0d5c72be9c33,List of the busiest airports in Ecuador,66,57,63
http://en.wikipedia.org/?curid=2610582,List Of Abs - Cbn Corporation Channels And Stations,34dbaaa3-55a7-4777-9299-57a92f5964e5,List of ABS-CBN Corporation channels and stations,98,19,74
http://en.wikipedia.org/?curid=1023875,The Bolitho Novels,0a216983-055c-46a0-a1ea-e05cbc0ec0c3,The Bolitho novels,100,21,76
http://en.wikipedia.org/?curid=66604406,Symetra Tour Championship,0b11385f-4d79-4a70-9b7b-2a15252b8b42,2021 Symetra Tour,57,38,51
http://en.wikipedia.org/?curid=14975,Ivy League - Members,347dbd7d-3662-4c58-bb56-c80cbbb40642,Ivy League,67,59,64
