URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=45506550,List of American Horror Story episodes - Season 5: Hotel (2015–16),0ee498f1-ce99-4c20-81f0-5a4e1afff0a0,American Horror Story: Hotel,60,5,27
http://en.wikipedia.org/?curid=12093691,1948 Baa Draft,8a8c8c96-0066-40f1-8202-228a6732c937,1948 BAA draft,100,91,94
http://en.wikipedia.org/?curid=18729407,Micro Four Thirds System,30a22e6e-5439-4c66-ad7d-5981e8b471b5,Micro Four Thirds system,100,8,44
http://en.wikipedia.org/?curid=5564596,List of Vancouver Canucks records - Points,ed15187e-3754-4e09-8519-88fb23584f0b,List of Vancouver Canucks records,88,71,77
http://en.wikipedia.org/?curid=11336348,Sports In Patras,2dcd69ad-b3a9-483c-8a49-b1c78afe8f27,Sports in Patras,100,34,60
http://en.wikipedia.org/?curid=39423432,List of NCAA Division I men's ice hockey seasons - Tournament play begins,145fa9a8-9f9f-4994-a473-b1154fabe211,List of NCAA Division I men's ice hockey seasons,79,93,87
http://en.wikipedia.org/?curid=58217256,List of Pakistan football champions - Pakistan Premier League (2004-present),113d1f34-ed39-4c37-96dc-068bbea855db,List of Pakistan football champions,63,99,84
http://en.wikipedia.org/?curid=14240688,Portland Timbers (2001–10) - Year by year,f3c71f67-29af-4ba2-a93f-30f18b87a388,Portland Timbers (2001–2010),75,63,67
http://en.wikipedia.org/?curid=18608488,Peter Feigl,8181b734-9f21-4ff9-adde-756a5a333214,Peter Feigl,100,31,58
http://en.wikipedia.org/?curid=2562572,"List Of Cities , Towns And Villages In Vojvodina",0575d146-9d19-4e3b-b98d-e643b0d3a3ad,"List of cities, towns and villages in Vojvodina",99,99,99
