URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=29627891,Ruban Jaune - Holders of the Ruban Jaune,fd271010-73c5-4a12-8763-d49e39e1661e,Ruban Jaune - WikipediaWikipedia,47,100,78
http://en.wikipedia.org/?curid=33527857,List of flag bearers for Belgium at the Olympics - ,7130e8d3-4243-4ec5-b4eb-23f0e2fdabe0,List of flag bearers for Belgium at the Olympics,97,58,73
http://en.wikipedia.org/?curid=15280042,Canterbury Golf Club,8e1a5179-3c85-4942-b1f7-b6a170e4fa5f,Canterbury Golf Club,100,96,97
http://en.wikipedia.org/?curid=29920800,Hot In Cleveland (Season 1),87e681ac-8de6-48f8-aca4-6ccc975147d4,Hot in Cleveland season 1,96,40,62
http://en.wikipedia.org/?curid=32802349,Naval history of World War II - Before and after the war,2980639e-d190-4077-b026-721296ea14f4,Naval history of World War II,68,76,72
http://en.wikipedia.org/?curid=224616,1994 PGA Championship - Made the cut,22cde6da-fadc-4883-94f4-a53cff2932fb,PGA Championship,62,22,38
http://en.wikipedia.org/?curid=46748651,2008 in Strikeforce - Events list,c36186c1-487e-4461-8444-befe55bef61a,2008 in Strikeforce,73,100,89
http://en.wikipedia.org/?curid=69692745,"Abbotsford, British Columbia - Sports",5bc9cd37-0159-4a27-928b-85678f033e5b,List of professional sports teams in British Columbia,47,22,32
http://en.wikipedia.org/?curid=9393503,2007 World Allround Speed Skating Championships - 500 m,4d4654fe-9c97-4e4f-9e13-36da5002e344,2007 World Allround Speed Skating Championships,92,8,41
http://en.wikipedia.org/?curid=40545898,Calvados Chain - Islands,d694acec-4804-4262-81e7-b9543cb141b3,Calvados Chain,74,75,74
