URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=10866545,2007–08 Sydney FC season - Home Attendances,4106a0c3-017d-4529-8fa0-3db459de878f,2007–08 Sydney FC season,72,95,85
http://en.wikipedia.org/?curid=12896657,1983 Race of Champions - Qualifying,2ea81055-82cf-4fbe-aa13-f0c630306519,1983 Race of Champions,77,85,81
http://en.wikipedia.org/?curid=1015819,The Order of the Stick - Publications,1d1d8e17-d246-4e6f-b112-d42a48c126fa,The Order of the Stick,75,84,80
http://en.wikipedia.org/?curid=5856786,List of ambassadors of the United States to Ireland - Envoys,4eda346d-ee24-4783-876a-6943aa0a23f5,List of ambassadors of the United States to Ireland,92,100,96
http://en.wikipedia.org/?curid=39474094,Transport in the United Kingdom - Trams and light rail,69d7834b-2022-49f9-8d99-2ac69c5e0492,List of modern tramway and light rail systems in the United ...,36,30,32
http://en.wikipedia.org/?curid=15189770,List of tallest buildings in Jacksonville - Chronology of the tallest buildings in Jacksonville,520694c9-e652-41cf-bb0b-bc84c854f733,List of tallest buildings in Jacksonville,60,85,75
http://en.wikipedia.org/?curid=33178663,List of American Horror Story episodes - Season 6: Roanoke (2016),c803e1a8-6892-4d2d-9c01-da4b999c141a,List of American Horror Story episodes,74,100,89
http://en.wikipedia.org/?curid=33529153,List of flag bearers for the Soviet Union at the Olympics - ,8d6b39c6-f8aa-430f-8d60-ef722c9e6f5d,List of flag bearers for the Soviet Union at the Olympics,97,81,87
http://en.wikipedia.org/?curid=7034890,List of 30 Rock episodes - Season 1 (2006–07),d5ff572f-bd17-4501-a13f-7ef64f935a04,List of 30 Rock episodes,70,100,88
http://en.wikipedia.org/?curid=11361788,2005 - 06 U.S. Città Di Palermo Season,504f83ec-be26-4bcb-b2b6-b2b270319104,2005–06 US Città di Palermo season,92,94,93
