URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=26709764,List of international cricket centuries at Edgbaston - One Day International centuries,cd9b7f0b-813c-4bce-82bc-c1f8b1c63def,List of international cricket centuries at Edgbaston,75,100,90
http://en.wikipedia.org/?curid=16351707,Tasmania Cricket Team List A Records,c69c6d64-8f10-4139-9989-66553b125d36,List of Tasmania List A cricket records,64,100,85
http://en.wikipedia.org/?curid=11801035,2007–08 Montreal Canadiens season - March,e1e92be8-c0d7-4acf-8c53-8f601bbecad1,2007–08 Montreal Canadiens season,89,80,83
http://en.wikipedia.org/?curid=11782763,List Of Heirs To The English Throne,5dd9be9b-253f-4cb7-9e98-b7566e36d0c8,List of heirs to the English throne,100,34,60
http://en.wikipedia.org/?curid=17824926,1973 Ohio State Buckeyes Football Team,fa8c6115-d1be-4b7a-b31e-d7cec1fac5f7,1973 Ohio State Buckeyes football team,100,51,70
http://en.wikipedia.org/?curid=1185126,Central Eastern Alps,c67ac9d0-f4c5-4d7e-a7cf-22dbd0485cd7,Central Eastern Alps,100,60,76
http://en.wikipedia.org/?curid=715027,List of national parks in the Baltics - Lithuania,136a206e-1d0a-4d80-ba9a-b1ffe245d1e0,List of national parks in the Baltics,86,49,63
http://en.wikipedia.org/?curid=2218221,Island Games - Game venues,d4821af0-8d70-425f-bfa0-1ffc13e3b654,Island Games,63,93,81
http://en.wikipedia.org/?curid=18047346,List Of The Busiest Airports In The United States,810f5dee-c41d-49fb-b79e-0518fa8bfaec,List of the busiest airports in the United States,100,38,62
http://en.wikipedia.org/?curid=42552244,List of cities in Telangana by population - City categorization,ac422582-ce94-4531-be82-5f5023be84ef,List of cities and towns in Telangana,54,28,38
