URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=31820906,List of tallest buildings in Nagoya - Tallest buildings,1170cbe3-3b79-41fd-9437-18c590b247d9,List of tallest buildings in Nagoya,78,89,84
http://en.wikipedia.org/?curid=18138132,List Of Zune Applications,17607de4-ac25-4bdf-86f3-8c002d3ec656,List of Zune applications,100,37,62
http://en.wikipedia.org/?curid=15621965,Orlando Magic All - Time Roster,531f2580-a553-4497-91e3-377973b37996,Orlando Magic all-time roster,97,22,52
http://en.wikipedia.org/?curid=2798180,Gary Cahill - International goals,7fdad3e7-da1d-4cc3-bea2-893614e7181d,International career,57,100,82
http://en.wikipedia.org/?curid=36963182,Robert Cregan - Career summary,5a75afdc-c0e8-40dd-a4c6-a3ea37e6a1c4,Robert Cregan,60,100,84
http://en.wikipedia.org/?curid=7268149,List of Torchwood episodes - Series 2 (2008),8727d5e5-e2e6-44a1-b152-e302a884d2e4,List of Torchwood episodes,74,100,89
http://en.wikipedia.org/?curid=5053838,Regional jet - Models,b16d4378-ad2c-4c27-8fac-049b36f2f6be,Regional jet,73,99,88
http://en.wikipedia.org/?curid=32380839,List of protected areas of Belize - Marine reserves,9d8e4813-c951-4340-93c5-ddda4709702b,List of protected areas of Belize,79,96,89
http://en.wikipedia.org/?curid=16082248,Convoy SC 42 - Allied ships sunk,0b9592d9-9238-4dd2-ac65-42d6ebdeaa08,Convoy SC 42,55,100,82
http://en.wikipedia.org/?curid=17243192,List of best-selling albums in Japan - List of best-selling albums by domestic acts,4a1b0dd4-5799-46f9-9e04-1178bf37c16b,List of best-selling albums in Japan,61,89,77
