URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=246673,American Airlines Flight 191 - Nationalities of the victims,db7a3993-5969-4514-9bb4-27f782bbeb95,American Airlines Flight 191,64,81,74
http://en.wikipedia.org/?curid=50664050,Matt Campbell (racing driver) - Complete Bathurst 12 Hour results,2add0ad3-af51-4b24-b6db-09e6f0bb6e66,Matt Campbell (racing driver),62,76,70
http://en.wikipedia.org/?curid=18625531,Swimming at the 2008 Summer Olympics – Women's 100 metre butterfly - Final,c89c7d46-ff16-49a4-8f32-e6607b6521f7,Swimming at the 2008 Summer Olympics – Women's 100 ...,80,95,89
http://en.wikipedia.org/?curid=14346882,2000 - 01 Philadelphia Flyers Season,4824a042-1a99-4e93-9428-091c8d7881b6,2000–01 Philadelphia Flyers season,94,64,76
http://en.wikipedia.org/?curid=890208,Andrew Fountaine - Elections contested,f26ca933-559a-416b-90bd-81dba12e22fd,Andrew Fountaine,59,100,83
http://en.wikipedia.org/?curid=2947548,Marko Kristal - International goals,3bfb90e0-9d01-4daa-aedd-f129d8566358,Marko Kristal,54,100,81
http://en.wikipedia.org/?curid=299271,Bangor City F.C,b3cd31d2-6f52-41a7-ab93-f6124fe69ebf,Bangor City F.C.,97,52,70
http://en.wikipedia.org/?curid=29627891,Ruban Jaune - Holders of the Ruban Jaune,cda857bf-565c-4813-977d-36c3f7197d6e,Ruban Jaune - WikipediaWikipedia,47,100,78
http://en.wikipedia.org/?curid=15347797,2008 Seattle Seahawks Season,122aa8d7-2ea4-4925-9e8b-c1145cefd976,2008 Seattle Seahawks season,100,81,88
http://en.wikipedia.org/?curid=10518502,Porto Marathon - List of winners,13019435-75c7-40e5-9518-89a816b66f19,Porto Marathon,61,24,38
