URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=37792564,Eric Granado - By season,a7398c35-0a73-406a-a074-5274ae8fd3cf,Eric Granado,67,91,74
http://en.wikipedia.org/?curid=18662689,Rowing At The 2008 Summer Olympics - Men 'S Coxless Pair,87c54e07-4038-40a8-a379-8a0a83ec1c1a,Rowing at the 2008 Summer Olympics – Men's coxless pair,97,99,97
http://en.wikipedia.org/?curid=6392077,Southeastern Conference (MHSAA) - Former members,6cf5b712-be4f-4bda-ba04-54c57ec2f97a,Southeastern Conference (MHSAA),78,100,84
http://en.wikipedia.org/?curid=21063459,1977 Kentucky Wildcats Football Team,fa718848-01b7-4742-bce7-a9dafbecdac7,1977 Kentucky Wildcats football team,100,45,83
http://en.wikipedia.org/?curid=1484811,Janatha Vimukthi Peramuna - Electoral history,08a46c9e-3788-4e17-b571-e9f015b06b95,Janatha Vimukthi Peramuna,71,57,66
http://en.wikipedia.org/?curid=5880716,Pablo Nieto - Grand Prix motorcycle racing career,89b0beed-f4d0-4bc6-81ff-c02d1138b896,Pablo Nieto,37,100,55
http://en.wikipedia.org/?curid=370049,Târgu Mureș - Ethnic communities,6f546e9f-936e-45a9-bf3f-a068914dfc76,Târgu Mureș,51,98,65
http://en.wikipedia.org/?curid=255205,Heartland Collegiate Athletic Conference - Member schools,3d9430f2-ed46-467a-87f6-ed6ee5de0f8c,Heartland Collegiate Athletic Conference,82,69,78
http://en.wikipedia.org/?curid=16444986,2008 in hip hop music - Highest first week sales,82a83c52-6dcc-4513-a97e-26716609896a,2008 in hip hop music,61,98,72
http://en.wikipedia.org/?curid=13337142,List of wind farms in Turkey - ,efce2445-d9e9-43d3-9d12-a66b87da504e,Wind power in Turkey,63,0,44
