URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=20728166,"Orlando, Florida - Sports",fa8bac63-cfc5-4edb-88a2-755c5b113d5a,"Sports in Orlando, Florida",63,23,39
http://en.wikipedia.org/?curid=1756060,Alto De L'Angliru,13411ef8-2f2f-48c5-8f4a-30ad0bbc1627,Alto de l'Angliru,100,49,69
http://en.wikipedia.org/?curid=12204536,Sweden In The Eurovision Song Contest 1959,bb02c932-478e-47ca-a229-2fcedb70cab6,Sweden in the Eurovision Song Contest 1959,100,28,56
http://en.wikipedia.org/?curid=23648596,List of tallest residential buildings in Dubai - Under construction,198c6123-5569-4901-903a-7b744eb7eefe,List of tallest residential buildings in Dubai,81,85,83
http://en.wikipedia.org/?curid=11326124,Ana Timotić,b989a9f3-513f-40f9-9b41-68367f6bdf63,Ana Timotić,100,2,41
http://en.wikipedia.org/?curid=22268961,List of tallest buildings in Alabama - Tallest buildings,79313989-cf8b-4bab-9e3e-ab98b8db3f8b,List of tallest buildings in Alabama,78,100,91
http://en.wikipedia.org/?curid=15463188,Powerade Tigers All - Time Roster,596f456f-0d11-451e-a0d5-c969ecceff18,Powerade Tigers all-time roster,97,73,82
http://en.wikipedia.org/?curid=2994844,Shooting at the 2004 Summer Olympics – Men's 10 metre air rifle - Final,7ef30f22-84a6-470e-9a0d-9dd2ca069906,Shooting at the 2004 Summer Olympics – Men's 10 metre ...,84,86,85
http://en.wikipedia.org/?curid=643014,List of universities in Serbia - Public,c2b6795b-ff52-4249-8c33-238cf577513b,List of universities in Serbia,87,99,94
http://en.wikipedia.org/?curid=23700072,1996 Cricket World Cup - List of centuries,31ec85b8-86a9-44c2-8596-07942591f1aa,List of Cricket World Cup centuries,73,46,56
