URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=1511585,Eastern Collegiate Hockey Association,33fd871c-0b5f-4def-90c7-d15e9f4c7f3b,Eastern Collegiate Hockey Association,100,58,74
http://en.wikipedia.org/?curid=18588454,Brett Kern - College statistics,b8525253-8c7d-42df-a6df-34355378b49f,Brett Kern,49,65,58
http://en.wikipedia.org/?curid=343382,List of cities in Nepal - Sub-metropolitan city (उप-महानगरपालिका),3f233343-6c30-426a-8594-5575851a3094,List of cities in Nepal,52,43,46
http://en.wikipedia.org/?curid=50081740,List of yachts built by Palmer Johnson - 2006 - Present,39096be8-f488-482a-971d-544b89a63a5e,Talk:List of motor yachts by length/Archive 1,44,8,22
http://en.wikipedia.org/?curid=8587938,List of Columbo episodes - Season 2 (1972–73),1b5acaa9-4a10-4b03-a01b-e6527e9c7b1e,List of Columbo episodes,70,100,88
http://en.wikipedia.org/?curid=21100348,List Of Australia One Day International Cricket Records,1ffc78c6-2e57-4373-aba7-ca6a54a73bdb,List of Australia One Day International cricket records,100,96,97
http://en.wikipedia.org/?curid=40052701,"Alex Borg - Amateur finals: 20 (13 titles, 7 runner-ups)",bf3508b6-1556-4846-b973-22c443821a34,Alexander Ursenbacher,29,41,36
http://en.wikipedia.org/?curid=58699238,Whirlaway Handicap - Winners,0621d919-49bf-4651-9692-56af74cf53cc,Whirlaway Handicap,78,100,91
http://en.wikipedia.org/?curid=18997174,2007 - 08 Portsmouth F.C. Season,6e183137-d02d-4cdb-851d-38f06e5fe8c3,2007–08 Portsmouth F.C. season,94,35,58
http://en.wikipedia.org/?curid=14090283,Imre Tóth - By season,f45bb0c2-2aa3-48b1-81e8-e9825d2d81c4,Imre Tóth,60,94,80
