URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=18198579,Inbee Park,2fc3e533-1dc0-4824-b089-ec5c4400ef74,Inbee Park,100,54,72
http://en.wikipedia.org/?curid=7991846,Jean-Luc Thérier - WRC victories,d9a1721e-8159-4820-af86-518a686d2e54,Jean-Luc Thérier,67,100,86
http://en.wikipedia.org/?curid=20715044,List of best-selling singles - 10–11.99 million copies,a2c148c2-75ed-4aad-9116-f799c9e2d212,Game of Thrones,17,35,27
http://en.wikipedia.org/?curid=16945617,2007 Saskatchewan Roughriders Season,f69f90e0-f4c9-4aa7-a164-b227fc35ffb7,2007 Saskatchewan Roughriders season,100,85,91
http://en.wikipedia.org/?curid=13133962,Jhalak Dikhhla Jaa (Indian Dance Series),14dabe29-6120-40e8-ac7d-95aa8cd9e653,Jhalak Dikhhla Jaa,62,52,56
http://en.wikipedia.org/?curid=56776816,List of Better Call Saul episodes - Season 3 (2017),4d2e92d5-1403-4917-8e1f-6b396d9d084c,Better Call Saul season 3,66,39,49
http://en.wikipedia.org/?curid=8936067,2007 Chicago Bears season - 2007 NFL Draft,4f19c90b-2618-419d-af21-2e4c27ad6baa,2007 Chicago Bears season,75,100,90
http://en.wikipedia.org/?curid=17231351,1980 U.S. Open (golf) - Made the cut,cb998b6f-3d13-4d70-a3bf-5ff22d8eccaf,1980 U.S. Open (golf),74,59,65
http://en.wikipedia.org/?curid=16920832,Big Tymers Discography,aa0a565d-1873-4f81-a78f-841eb3b7c40f,Big Tymers discography,100,80,88
http://en.wikipedia.org/?curid=1122325,1964 United States Grand Prix - Qualifying,17826a85-8647-41c4-a3e8-addec96bdc24,1964 United States Grand Prix,82,68,73
