URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=10631744,Wisconsin Badgers men's basketball - Players drafted to the NBA,20bce32d-51f2-4cc0-b58e-2e1ae36ba9b0,Wisconsin Badgers men's basketball,70,100,88
http://en.wikipedia.org/?curid=33529317,List of flag bearers for Brazil at the Olympics - ,c08c4ace-4d6c-4ccd-80f5-6ef8ca764487,List of flag bearers for Brazil at the Olympics,97,15,47
http://en.wikipedia.org/?curid=22360,Lists Of Olympic Medalists,cf8aed70-1904-43ef-8b5f-df5bc84df22a,Lists of Olympic medalists,100,34,60
http://en.wikipedia.org/?curid=18789596,Synchronized Swimming At The 2008 Summer Olympics - Women 'S Duet,b2771474-85df-4efc-8320-d2fd4b9cceec,Synchronized swimming at the 2008 Summer Olympics,86,44,60
http://en.wikipedia.org/?curid=12303251,List Of Schools In The Otago Region,d91cd851-bc12-4141-9869-43b477320165,List of schools in Otago,81,4,34
http://en.wikipedia.org/?curid=12386570,Swimming at the 2000 Summer Olympics – Men's 200 metre breaststroke - Semifinal 2,470f2a2f-c358-4576-8dee-69bfd1f02788,Swimming at the 2000 Summer Olympics – Men's 200 ...,74,100,89
http://en.wikipedia.org/?curid=15097800,List of metropolitan areas in Pakistan - List,c81d0478-0f59-4de7-b11e-55bc543f0cf7,List of metropolitan areas in Pakistan,92,16,46
http://en.wikipedia.org/?curid=25578638,Gymnasiade - ISF World School Summer Games (Summer High School Games),f54d7ce2-5604-4fc9-9b9d-222dd424e1b4,World School Sport Games,45,76,63
http://en.wikipedia.org/?curid=133877,Jigsaw puzzle - Largest commercially available jigsaw puzzles,27da6ec7-9194-462d-92aa-49a6cda8df1a,Jigsaw puzzle,35,58,48
http://en.wikipedia.org/?curid=11233225,Italy Fed Cup Team,d048540f-22af-4e9f-9dc0-b464f2df74ae,Italy Billie Jean King Cup team,65,90,80
