URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=38708229,Alternative for Germany - State Parliaments (Landtage),c4b9f566-3f5f-4bdf-bc94-fef5f43751eb,Alternative for Germany,60,36,52
http://en.wikipedia.org/?curid=17265352,"List of tallest buildings in Rochester, New York - Tallest buildings",58ce58ce-925f-4141-8cc2-25d7093038ff,"List of tallest buildings in Rochester, New York",83,77,81
http://en.wikipedia.org/?curid=11650849,Bears–Packers rivalry - 2000s (Packers 12–8),475ccc1b-4815-4aff-8aa4-7239981d8d90,Bears–Packers rivalry,65,39,57
http://en.wikipedia.org/?curid=2417741,Medinah Country Club - Major tournaments hosted,36446bb5-3bd5-43a6-b334-2b83c6922f04,Medinah Country Club,60,89,68
http://en.wikipedia.org/?curid=45186819,Swimming at the 2016 Summer Olympics – Women's 50 metre freestyle - Final,6e3ec3b4-75d8-4396-b688-8f1de548b81a,Swimming at the 2016 Summer Olympics – Women's 50 ...,79,96,84
http://en.wikipedia.org/?curid=37071146,Royal Jubilee Bells - The Bells,084a3102-8046-4ea1-b8f4-01d2d5d601d9,Royal Jubilee Bells,76,91,80
http://en.wikipedia.org/?curid=53071736,1961 Big Ten Conference football season - Results and team statistics,43eee876-e2bb-49e6-89fe-ac0ceb3ec203,1961 Big Ten Conference football season,72,100,80
http://en.wikipedia.org/?curid=1736167,Ice Hockey At The 1952 Winter Olympics,fc910a2a-bd76-4ab0-9232-e1f8ed19188c,Ice hockey at the 1952 Winter Olympics,100,41,82
http://en.wikipedia.org/?curid=48494313,List of Australasian boxing champions - Cruiserweight,f3cb3c61-37e3-4aa6-bb54-b08d47ee3dad,List of Australian cruiserweight boxing champions,69,11,51
http://en.wikipedia.org/?curid=32380839,List of protected areas of Belize - Natural monuments,09fd4fdc-c940-45af-a452-c4e6c27f71d1,List of protected areas of Belize,77,93,81
