URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=28593930,List of NCAA Division I men's basketball career assists leaders - Assists leaders,ba8393d1-3e59-4947-8317-0dfd931736ee,List of NCAA Division I men's basketball career assists ...,80,100,86
http://en.wikipedia.org/?curid=3508785,Dani Alves - International goals,da2aafc3-bce2-4cc2-956a-2d39b851ff27,Dani Alves,48,87,59
http://en.wikipedia.org/?curid=28298589,2010 Big East Conference Football Season,b265dcb7-9ff2-4256-9077-0733df8ae47c,2010 Big East Conference football season,100,93,97
http://en.wikipedia.org/?curid=52424938,List of WPI Engineers head football coaches - ,fec77589-6cd6-424f-8124-a8b58072bde8,List of WPI Engineers head football coaches,97,33,77
http://en.wikipedia.org/?curid=12150068,1951 San Francisco 49Ers Season,a313ce49-5ea6-4f83-a667-941fce74372d,1951 San Francisco 49ers season,100,66,89
http://en.wikipedia.org/?curid=1923983,Eurovision Song Contest 2006 - Semi-final,cedb8ffe-5a78-4e4a-8171-945567e09b7a,Eurovision Song Contest 2006,81,99,86
http://en.wikipedia.org/?curid=59150545,List of busiest railway stations in North America - List of busiest railway stations by annual passenger and commuter rail volume,cbc42dab-e450-4b69-aacd-428e74706244,List of busiest railway stations in North America,55,80,62
http://en.wikipedia.org/?curid=6278087,African Championships in Athletics - Championships,227ebcd1-66e4-4c42-8112-4e9b0f1097ec,African Championships in Athletics,81,100,86
http://en.wikipedia.org/?curid=7034890,List of 30 Rock episodes - Season 2 (2007–08),8ef9bc52-f5dd-4af5-8ea9-e77003cf17d2,List of 30 Rock episodes,70,100,79
http://en.wikipedia.org/?curid=11786940,2007 Utah Blaze Season,1d29c570-9ba5-4d76-835b-0221dae19a3a,2007 Utah Blaze season,100,100,100
