URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=18761989,"Alex Borg - Amateur finals: 20 (13 titles, 7 runner-ups)",bf3508b6-1556-4846-b973-22c443821a34,Alex Borg,28,61,37
http://en.wikipedia.org/?curid=1013819,Chicago Winds - Results,ebe9452c-b73e-4080-b876-123922403634,Chicago Winds,72,100,80
http://en.wikipedia.org/?curid=14169635,2002 Masters Tournament - Made the cut,e8abe812-e921-4605-939d-733d3f3be113,2002 Masters Tournament,75,31,61
http://en.wikipedia.org/?curid=12087796,1952 Nba Draft,07b2a0b3-968c-4166-a1ae-84455cf2b55c,1952 NBA draft,100,95,98
http://en.wikipedia.org/?curid=2921902,Sunflower Oil,c8806bd2-33f0-4290-8223-f598108d439d,Sunflower oil,100,21,76
http://en.wikipedia.org/?curid=18952568,3Rd Ship Flotilla,790de68f-39a2-44c6-9cd6-3529ca8b8c29,3rd Ship Flotilla,100,85,95
http://en.wikipedia.org/?curid=22235019,List of tallest buildings in Guiyang - Tallest buildings,c8c6d5fd-ef33-499b-a650-4544f5b7e053,List of tallest buildings in Guiyang,78,33,64
http://en.wikipedia.org/?curid=7577577,List of best-selling singles - 10–14.9 million copies,8ca0f0a7-924a-4b5e-89d8-b33589d46171,List of best-selling singles,69,46,62
http://en.wikipedia.org/?curid=11702283,Kodava Hockey Festival - Tournaments,828b59cb-6e5a-40f2-9684-e09c8421c401,Kodava Hockey Festival,76,100,83
http://en.wikipedia.org/?curid=13549491,Trans-Tasman Trophy - List of Test series,c7bb6f6b-f679-4fda-91fe-66c7098bef56,Trans-Tasman Trophy,63,97,73
