URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=12601456,List of most expensive Ukrainian football transfers - Incoming transfers,445fd6cc-f2e9-429b-9e9f-9e2b301a3fd5,List of most expensive Ukrainian football transfers,83,89,86
http://en.wikipedia.org/?curid=17573582,Anuj Gurwara - Live action films,3a145684-14ca-40cb-a32c-bb9b0520ce24,Anuj Gurwara,55,77,68
http://en.wikipedia.org/?curid=30205550,List of ribus - Ribus and Spesials in Nusa Tenggara Timur,e954dfd4-197d-4833-851d-621b301954d9,List of ribus - WikipediaWikipedia,51,88,73
http://en.wikipedia.org/?curid=1969577,East Coast Conference,fe688c15-0112-4c84-a24b-fb763cd95f7b,East Coast Conference,100,43,65
http://en.wikipedia.org/?curid=442413,List of census divisions of Ontario - Counties,8bd8f88a-5839-480e-bdf9-37f8ac906dcb,List of census divisions of Ontario,86,69,75
http://en.wikipedia.org/?curid=909344,Swimming at the 2004 Summer Olympics – Men's 200 metre individual medley - Semifinal 2,a76d9808-c0c5-4f5b-a830-8c3efff36055,Swimming at the 2004 Summer Olympics – Men's 200 ...,71,100,88
http://en.wikipedia.org/?curid=10854609,Athletics At The 1996 Summer Olympics - Men 'S 800 Metres,458f00b9-2fb1-414e-948e-c46b703a8788,Athletics at the 1996 Summer Olympics – Men's 800 metres,97,59,74
http://en.wikipedia.org/?curid=26898647,List of tallest buildings in Knoxville - Tallest buildings,c205dec0-5c32-4bc6-9e5c-139aee3d2fb5,List of tallest buildings in Knoxville,79,85,82
http://en.wikipedia.org/?curid=58743,Marburg virus disease - Epidemiology,5c9a81da-426c-4565-873a-942e37b5e12b,Marburg virus disease,74,99,89
http://en.wikipedia.org/?curid=16182461,2006 - 07 North Carolina Tar Heels Women 'S Basketball Team,d34f735b-a1dc-4593-9bf2-0b4d5fe51824,2006–07 North Carolina Tar Heels women's basketball team,96,77,84
