URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=17416642,Salt Lake City - Professional sports,c438f042-93f3-48d5-b92b-920e6c6048d8,List of professional sports teams in Utah,60,29,50
http://en.wikipedia.org/?curid=26669939,European Throwing Cup - Editions,8cc68b60-8127-43c6-9337-9b8764ca2a44,European Throwing Cup,79,32,64
http://en.wikipedia.org/?curid=33529153,List of flag bearers for the Soviet Union at the Olympics - ,06b3fd3c-94ea-43bd-8667-56017c73c978,List of flag bearers for the Soviet Union at the Olympics,97,78,91
http://en.wikipedia.org/?curid=22982552,Indiana State Sycamores Football,2094bb77-1b3c-42dc-ab50-3bb5d9eaa2c5,Indiana State Sycamores football,100,27,78
http://en.wikipedia.org/?curid=15827397,Shuzenji Romney Railway,864c648f-793d-44b3-862e-fc1fc3bd1514,Shuzenji Romney Railway,100,48,84
http://en.wikipedia.org/?curid=1527960,State Railway Of Thailand,9369e738-9fbb-4376-bfe2-1273c1387896,State Railway of Thailand,100,18,75
http://en.wikipedia.org/?curid=8015296,1930 Isle of Man TT - Junior TT (350cc),513c7011-4a90-4a67-b6f5-2e7078a46c5d,1930 Isle of Man TT,66,84,71
http://en.wikipedia.org/?curid=12587248,Architecture of Philadelphia - Tallest buildings,b2288f6b-50fa-4a58-9611-2b2d43b98f2a,List of tallest buildings in Philadelphia,52,87,62
http://en.wikipedia.org/?curid=26418726,List of earthquakes in 2010 - By death toll,94a8bf18-78b1-4967-9c27-f8c6e58960ed,List of earthquakes in 2010,77,79,77
http://en.wikipedia.org/?curid=1106816,Nippert Stadium - Largest soccer attendance (pre-MLS),65b8072b-020a-4ffc-8e34-bc275eec123b,Nippert Stadium,44,99,60
