URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=274600,Anil Kumble - Test 10 Wicket hauls,f1fe56e8-ff49-4c06-8f69-a68dbd4262a1,Anil Kumble,49,23,33
http://en.wikipedia.org/?curid=33787864,1995 British Virgin Islands general election - At-large seats,8b2f00e6-fd14-408e-a088-0f978a2875e2,1995 British Virgin Islands general election,84,21,46
http://en.wikipedia.org/?curid=58054537,2018–19 Taça de Portugal - Format,9cfc2d4b-dc95-40fa-a30d-eaa7b582c77e,2018–19 Taça de Portugal,84,100,93
http://en.wikipedia.org/?curid=11788447,Kieron Brady,09b22651-34ae-4bc6-91bc-e275f6842725,Kieron Brady,100,5,43
http://en.wikipedia.org/?curid=12386570,Swimming at the 2000 Summer Olympics – Men's 200 metre breaststroke - Semifinal 2,470f2a2f-c358-4576-8dee-69bfd1f02788,Swimming at the 2000 Summer Olympics – Men's 200 ...,74,100,89
http://en.wikipedia.org/?curid=15147453,Television In China,61725b02-a7cf-4ef8-8194-6b82be46df76,Television in China,100,18,50
http://en.wikipedia.org/?curid=28757645,2014 IAAF Hammer Throw Challenge - Men,33554612-9592-459f-8fcb-b8aa08e3a679,IAAF Hammer Throw Challenge,83,31,51
http://en.wikipedia.org/?curid=33178663,List of American Horror Story episodes - Season 6: Roanoke (2016),97899835-e258-472a-9cb9-45c974943dcf,List of American Horror Story episodes,74,100,89
http://en.wikipedia.org/?curid=1736167,Ice Hockey At The 1952 Winter Olympics,fc910a2a-bd76-4ab0-9232-e1f8ed19188c,Ice hockey at the 1952 Winter Olympics,100,52,71
http://en.wikipedia.org/?curid=17292548,1988 - 89 Miami Heat Season,b1558ece-afc5-4aa2-9a05-bcb1597ba0f3,1988–89 Miami Heat season,92,99,96
