URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=741707,List of the largest villages in England - Contenders,928d3a56-ed07-4f50-9943-f07b35fc26a0,List of the largest villages in England,86,74,78
http://en.wikipedia.org/?curid=24933519,João Sousa,69255d88-f8b9-4930-957b-0236d9ab8eab,João Souza,90,19,47
http://en.wikipedia.org/?curid=18949668,Law & Order : Special Victims Unit,e738f6f5-16ab-4da3-bb73-00cb653fc70d,LawWikipediahttps://en.,35,0,14
http://en.wikipedia.org/?curid=12386222,Swimming at the 2000 Summer Olympics – Men's 100 metre freestyle - Final,e6c8d75a-f6ae-4261-bac6-b59a08cc0d25,Swimming at the 2000 Summer Olympics – Men's 100 ...,79,76,77
http://en.wikipedia.org/?curid=1969577,East Coast Conference,fe688c15-0112-4c84-a24b-fb763cd95f7b,East Coast Conference,100,43,65
http://en.wikipedia.org/?curid=26191721,List of Triple-A baseball stadiums - Pacific Coast League,ccafcc02-03ad-42d4-ba72-fa9326f7f2c6,List of Pacific Coast League stadiums,60,15,33
http://en.wikipedia.org/?curid=18625531,Swimming at the 2008 Summer Olympics – Women's 100 metre butterfly - Final,c2f23a8d-0b9e-47df-9f6f-faa3166391a9,Swimming at the 2008 Summer Olympics – Women's 100 ...,80,95,89
http://en.wikipedia.org/?curid=150340,Miss Universe - Recent titleholders,b9b5719b-6f9a-4023-8c13-c832c04be0df,Miss Universe,54,32,40
http://en.wikipedia.org/?curid=18974097,Indiana High School Athletics Conferences : Ohio River Valley - Western Indiana,1c10f093-9417-4fb4-8fdb-36866e4b3d7f,Ohio River Valley – Western Indiana - Conferences,53,90,75
http://en.wikipedia.org/?curid=1175023,C-class ferry - C-class vessels,30c304e6-81bd-4416-a5af-4c3f7a9b899e,C-class vessels,65,71,68
