URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=26808178,List Of Blue Mountain State Episodes,468ee216-07eb-44ff-a515-16530c120521,List of Blue Mountain State episodes,100,5,43
http://en.wikipedia.org/?curid=1206583,C - Class Destroyer (1943),ee200d74-cb00-4c74-bd6b-4d1958b02633,C-class destroyer (1943),96,42,63
http://en.wikipedia.org/?curid=22517564,2009 Belmont Stakes,e1700e17-e2f8-4a88-b5c3-7e3fd5a995a1,2009 Belmont Stakes,100,100,100
http://en.wikipedia.org/?curid=7519905,"Cityscape of Lexington, Kentucky - Tallest buildings",15d77346-b527-4c8b-a9f7-3cdabf78011e,"Cityscape of Lexington, Kentucky",76,100,90
http://en.wikipedia.org/?curid=15740666,Kansas State Wildcats Men 'S Basketball,ca501817-5742-4a08-8417-52596aff93e6,Kansas State Wildcats men's basketball,99,70,81
http://en.wikipedia.org/?curid=18625531,Swimming at the 2008 Summer Olympics – Women's 100 metre butterfly - Final,c2f23a8d-0b9e-47df-9f6f-faa3166391a9,Swimming at the 2008 Summer Olympics – Women's 100 ...,80,90,86
http://en.wikipedia.org/?curid=1027881,Lukoil,daa91a48-b2c7-410f-a915-881c382dbe4f,Lukoil,100,35,61
http://en.wikipedia.org/?curid=3499611,List of governors of Bombay - Company Governors (1668–1862),51abeaa3-4740-442f-9f1e-d833045cc3dc,List of governors of Bombay Presidency,62,96,82
http://en.wikipedia.org/?curid=28593930,List of NCAA Division I men's basketball career assists leaders - Assists leaders,9a90ebbd-e2d7-4812-a2e2-043d555c890e,List of NCAA Division I men's basketball career assists ...,80,100,92
http://en.wikipedia.org/?curid=18588454,Brett Kern - College statistics,b8525253-8c7d-42df-a6df-34355378b49f,Brett Kern,49,54,52
