URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=17260623,2008 - 09 Belgian First Division,b05c1a8c-aa8f-420d-a79d-055ed1bee1fd,2008–09 Belgian First Division,94,89,91
http://en.wikipedia.org/?curid=4021386,List of cities in India by population - 1 to 25,e219494b-e372-4ce2-a42f-206a9e90f37d,List of cities in India by population,88,39,58
http://en.wikipedia.org/?curid=13743737,List of islands of the Maldives - Islands by area size,f9384fbc-0a9f-433a-941d-b56dfa8521ae,List of islands of the Maldives,73,94,85
http://en.wikipedia.org/?curid=26794184,List of international cricket centuries at Newlands Cricket Ground - One Day International centuries,35f9982a-462b-4e73-af4b-d8e75e7c2ae8,List of international cricket centuries at Newlands ...,67,100,86
http://en.wikipedia.org/?curid=1219777,Emanuele Pirro,18eac102-a298-488c-874d-86d884030fea,Emanuele Pirro,100,91,94
http://en.wikipedia.org/?curid=33178663,List of American Horror Story episodes - Season 3: Coven (2013–14),ec078dab-06f9-46e9-bfdc-f95ccd758225,List of American Horror Story episodes,73,100,89
http://en.wikipedia.org/?curid=2810671,Meath GAA - All-Ireland Senior Football Championship Final Record,ecfe8535-cb56-423c-9efc-f4f930fe9b11,Meath GAA,24,2,10
http://en.wikipedia.org/?curid=1568649,Kevin Cogan - Indianapolis 500,99eb1b11-78d6-4645-8645-525322d9751d,1982 Indianapolis 500...,63,100,85
http://en.wikipedia.org/?curid=31820906,List of tallest buildings in Nagoya - Tallest buildings,150b6fd4-28d3-4ed3-a926-d77c852f458f,List of tallest buildings in Nagoya,78,89,84
http://en.wikipedia.org/?curid=60860026,Soccer in the United States - FIFA Women's World Cup on TV,9a7cabc8-1c27-46d2-b5eb-ec858eb4af26,2019 FIFA Women's World Cup broadcasting rights,53,16,30
