URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=2824490,World Festival of Youth and Students - Editions,072e05bf-dfa5-4049-9d1b-8d27c679cefc,World Festival of Youth and Students,87,93,90
http://en.wikipedia.org/?curid=1359996,Medium (Tv Series),89c235b9-2c8f-4136-9253-ef2c530fac88,Medium (TV series),100,32,59
http://en.wikipedia.org/?curid=16588852,"Alberta General Election , 2012",203bd815-7aac-4633-9345-97ac07067c2a,2012 Alberta general election,80,65,71
http://en.wikipedia.org/?curid=1444201,Hyundai Getz,2a31d900-6bb1-4c7d-9121-21489e46523f,Hyundai Getz,100,35,61
http://en.wikipedia.org/?curid=60622623,1925 Pacific Coast Conference football season - Results and team statistics,ec7da8c1-7631-4f64-8669-26dab1b1ca2d,1925 Pacific Coast Conference football season,75,100,90
http://en.wikipedia.org/?curid=47244991,Miss Montana's Outstanding Teen - Winners,a3b18da3-c9fc-4a96-8507-446d688f7123,Miss Montana's Teen,63,27,41
http://en.wikipedia.org/?curid=39423432,List of NCAA Division I men's ice hockey seasons - Additional expansion,1c8d17cc-7136-4113-a31a-6ba4c5898531,List of NCAA Division I men's ice hockey seasons,81,97,90
http://en.wikipedia.org/?curid=715240,Croatia National Football Team Results,0c8c65df-5f69-47a9-adcd-ee910da36a04,Croatia national football team,88,32,54
http://en.wikipedia.org/?curid=11014275,Mighty Mo (Kickboxer),56af1128-841b-4d7f-9be0-58a32c756bf8,Mighty Mo (kickboxer),100,39,63
http://en.wikipedia.org/?curid=27204519,List of England national football team World Cup and European Championship squads - 2016 European Championships,fa9a6d4f-8a28-4c94-bddd-1e7bc2b3fbe4,List of England national football team World Cup ... - Wikipedia,63,100,85
