URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=11091558,List Of Oldest And Youngest Academy Award Winners And Nominees,4b513a99-86fd-4c11-9414-6adf211ca26e,List of oldest and youngest Academy Award winners ...,87,53,76
http://en.wikipedia.org/?curid=50584887,Stienes Longin - Complete 24 Hours of Zolder results,88713b47-1c4d-4eda-8809-1fb445c0eb9f,Stienes Longin,42,74,51
http://en.wikipedia.org/?curid=12179265,Col De Menté,8d2ea9d6-245f-4454-b4b1-3ae3b5bc14f1,Col de Menté,100,46,83
http://en.wikipedia.org/?curid=379331,List of cities and towns in Bangladesh - Major cities,1d4e6719-4fce-4960-9199-b7b71e046ada,List of cities and towns in Bangladesh,84,48,73
http://en.wikipedia.org/?curid=23971344,Earned run average - All-time career leaders,00373458-6574-4616-b379-3382661a045e,List of Major League Baseball career ERA leaders,50,47,49
http://en.wikipedia.org/?curid=6236472,Sports in Philadelphia - Major-league professional teams,b4295ea3-4653-4b79-8cf6-15bc46fa6626,Sports in Philadelphia,56,100,69
http://en.wikipedia.org/?curid=26842217,2010 Southeastern Conference Football Season,d0e23cfb-a64b-4528-b504-a8254b439289,2010 Southeastern Conference football season,100,92,97
http://en.wikipedia.org/?curid=29045966,Weightlifting at the 2010 Commonwealth Games – Women's 48 kg - Results,da611e18-efe9-4b9b-a130-b09775990c0d,Weightlifting at the 2010 Commonwealth Games,77,95,82
http://en.wikipedia.org/?curid=18382316,2008 In Canadian Music,3af593cb-795f-454f-9e56-bd17a1475cfc,2008 in Canadian music,100,97,99
http://en.wikipedia.org/?curid=28498999,2010 Fedex Cup Playoffs,89342942-aab9-4417-b32c-d53c349364d9,2010 FedEx Cup Playoffs,100,71,91
