URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=184806,Eurovision Song Contest 1965 - Results,e8ef3665-ca23-4d7c-85c2-9c477ad6b82b,Eurovision Song Contest 1965,85,57,76
http://en.wikipedia.org/?curid=12446715,Swimming at the 2000 Summer Olympics – Women's 100 metre butterfly - Final,0a0aa846-3eee-445a-8f8a-555c94c78dbd,Swimming at the 2000 Summer Olympics – Women's 100 ...,80,95,84
http://en.wikipedia.org/?curid=8587938,List of Columbo episodes - Season 2 (1972–73),f5fb54b0-3346-486d-9ce5-5ea5a760231d,List of Columbo episodes,70,100,79
http://en.wikipedia.org/?curid=39423432,List of NCAA Division I men's ice hockey seasons - Further expansion and commercialization,1112ca27-31bc-42c4-a250-6b4e68086dcb,List of NCAA Division I men's ice hockey seasons,70,88,75
http://en.wikipedia.org/?curid=35399848,Romano Fenati - By season,96bc999f-3aa1-4ca3-9e68-36545deceed4,Romano Fenati,68,95,76
http://en.wikipedia.org/?curid=39423432,List of NCAA Division I men's ice hockey seasons - Conference realignment and dissolution,4f86e7be-3d54-4677-bf15-6808704e2453,List of NCAA Division I men's ice hockey seasons,70,88,75
http://en.wikipedia.org/?curid=22030300,Portland Timbers–Seattle Sounders rivalry - Attendance,ad7f429a-c602-4426-a183-0e51189da36c,Portland Timbers–Seattle Sounders rivalry,86,93,88
http://en.wikipedia.org/?curid=13673176,Million Dollar Password,b3786a02-58fe-4346-a2f4-79e267004477,Million Dollar Password,100,48,84
http://en.wikipedia.org/?curid=643649,List of most-watched television broadcasts - Most-watched special events,f43ec535-0b69-4f5c-956d-e2b48206b31a,List of most-watched television broadcasts,74,23,58
http://en.wikipedia.org/?curid=15640438,1986 - 87 Dundee United F.C. Season,8a123d8e-9f54-4a02-acbd-be5280b22d7b,1986–87 Dundee United F.C. season,94,88,92
