URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=621339,"Paul Hunter (snooker player) - Ranking finals: 5 (3 titles, 2 runners-up)",5f7ce5c9-2255-484b-b3d7-decbeb1670ac,Paul Hunter,26,98,47
http://en.wikipedia.org/?curid=6978282,List of Ugly Betty episodes - Season 4 (2009–10),d7732c02-123c-471e-a846-0f645ab6cc56,List of Ugly Betty episodes,72,100,80
http://en.wikipedia.org/?curid=22347090,List Of Southland Episodes,17efade6-7091-435e-8bc5-89056b8cad41,List of Southland episodes,100,24,77
http://en.wikipedia.org/?curid=13974015,2008 St. Louis Rams season - NFL Draft,7edc51af-3dce-4cae-9178-57f2c8448eff,2008 St. Louis Rams season,81,100,86
http://en.wikipedia.org/?curid=38148198,List of international cricket centuries at Manuka Oval - One Day International centuries,24cfb068-a416-4fb3-b6a1-af1ceb705e81,List of international cricket centuries by Hashim Amla,63,37,55
http://en.wikipedia.org/?curid=12425097,Wuji County,382acfba-cd09-4b6b-8641-45d46e4dab63,Wuji County,100,100,100
http://en.wikipedia.org/?curid=1912219,Cycling at the 2004 Summer Olympics – Women's track time trial - Results,8f5fce7b-cda8-46cb-92f4-70dc4e120bea,Cycling at the 2004 Summer Olympics – Women's track ...,82,95,85
http://en.wikipedia.org/?curid=28092844,2010 Tour De Pologne,b0859efe-aebf-4d04-92a8-a7b925fab1a1,2010 Tour de Pologne,100,100,100
http://en.wikipedia.org/?curid=18952437,Cbbc (Tv Channel),fe2f1034-fec1-44a9-8697-e234fc350d17,CBBC,38,69,47
http://en.wikipedia.org/?curid=36440557,List of the busiest airports in Ecuador - Busiest airports by passenger traffic,a613cd31-7d1d-43d7-83de-0d5c72be9c33,List of the busiest airports in Ecuador,66,57,63
