URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=28672269,Satpura Thermal Power Station,9b1734bf-0b1c-4218-8150-6f3180d5cd7c,Satpura Thermal Power Station,100,89,93
http://en.wikipedia.org/?curid=45186788,Swimming at the 2016 Summer Olympics – Men's 100 metre breaststroke - Final,367443cd-fd4a-4f1a-83df-5d3392e06068,Swimming at the 2016 Summer Olympics – Men's 100 ...,77,95,87
http://en.wikipedia.org/?curid=14772307,Elite One Championship,e9bfecde-0d37-4bf5-84f6-863ec78eff74,Elite 1 (rugby league),36,36,36
http://en.wikipedia.org/?curid=33529153,List of flag bearers for the Soviet Union at the Olympics - ,06b3fd3c-94ea-43bd-8667-56017c73c978,List of flag bearers for the Soviet Union at the Olympics,97,81,87
http://en.wikipedia.org/?curid=23449363,2009 - 10 Fa Cup,029d21d4-2bf3-4bea-8cf1-0d86e3932a1a,2009–10 FA Cup,87,56,68
http://en.wikipedia.org/?curid=11801912,2007–08 Dallas Stars season - Western Conference Semifinals,ad8d58cc-694a-41bb-83ed-82a72317c863,2007–08 Dallas Stars season,63,80,73
http://en.wikipedia.org/?curid=18569105,Athletics At The 2008 Summer Olympics - Men 'S 400 Metres,cb685640-4380-4c2d-b1cb-82568360a669,Athletics at the 2008 Summer Olympics – Men's 400 metres,97,97,97
http://en.wikipedia.org/?curid=5221957,1930 Indianapolis 500 - Wednesday May 28,d939c9f7-27c6-4980-ae5f-2b90b882becf,1930 Indianapolis 500,69,77,73
http://en.wikipedia.org/?curid=46590759,List of tallest buildings in Oklahoma - Tallest buildings,9ba4be02-f15c-421f-8ece-4a1e7a55ef9d,List of tallest buildings in Oklahoma,79,78,78
http://en.wikipedia.org/?curid=4562808,Miss Montana Teen USA - Winners,bfc32d76-2d18-4800-ba2e-dd3b25b0401b,Miss Montana Teen USA,81,45,59
