URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=4021386,List of cities in India by population - 1 to 25,32e0cdbd-e004-471d-8010-8e52d9fdefb2,List of cities in India by population,88,65,81
http://en.wikipedia.org/?curid=909344,Swimming at the 2004 Summer Olympics – Men's 200 metre individual medley - Semifinal 2,a76d9808-c0c5-4f5b-a830-8c3efff36055,Swimming at the 2004 Summer Olympics – Men's 200 ...,71,100,79
http://en.wikipedia.org/?curid=22271168,List of Triple-A baseball stadiums - International League,744ff0d9-2ada-491c-9c2b-f92b8d6ba3e9,List of Triple-A baseball stadiums,75,26,60
http://en.wikipedia.org/?curid=33529153,List of flag bearers for the Soviet Union at the Olympics - ,8d6b39c6-f8aa-430f-8d60-ef722c9e6f5d,List of flag bearers for the Soviet Union at the Olympics,97,78,91
http://en.wikipedia.org/?curid=53405059,1984 Big Ten Conference football season - Results and team statistics,e14127ba-c5eb-459b-bb05-231ed0de4798,1984 Big Ten Conference football season,72,100,80
http://en.wikipedia.org/?curid=62647342,Serbian Radical Party - Parliamentary elections,99bf6ad7-1cdc-44fb-8fa1-4b02cf8411c8,2023 Serbian parliamentary election,73,20,57
http://en.wikipedia.org/?curid=197489,SIM card - Formats,a7845f9c-9c1d-4169-b84f-aea1ae7c3f28,SIM card,62,89,70
http://en.wikipedia.org/?curid=35408131,Arthur Sissis - By season,bfe634f5-6e43-4a4b-8cb0-100c504e9a33,Arthur Sissis,68,100,77
http://en.wikipedia.org/?curid=15627455,Euroleague Women 2007 - 08 Knockout Stage,e47f8f47-a133-42d0-9424-cbe85ce7495f,EuroLeague Women 2007–08 Knockout Stage,95,93,94
http://en.wikipedia.org/?curid=1901928,JPS Field at Malone Stadium - Top 10 Largest Crowds,3b3f0abf-ee08-44b2-8afb-0e53335badd7,JPS Field at Malone Stadium,69,92,75
