URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=47266401,Swimming at the 2015 World Aquatics Championships – Men's 50 metre freestyle - Semifinal 1,b77a91ce-4fa9-4408-95e9-fe85fad11ceb,Swimming at the 2015 World Aquatics Championships,71,100,79
http://en.wikipedia.org/?curid=906388,Swimming at the 2004 Summer Olympics – Men's 100 metre butterfly - Final,5ac8feeb-f61c-46a8-b741-2a8249f12f8b,Swimming at the 2004 Summer Olympics – Men's 100 ...,79,95,83
http://en.wikipedia.org/?curid=177267,Suet,b43f0650-5e31-431a-9911-f0307ce41503,Suet,100,32,79
http://en.wikipedia.org/?curid=13095097,Belgium Women 'S National Rugby Union Team,eb0c5551-c702-410f-8de8-cc4a0ec5dd49,Belgium women's national rugby union team,99,35,79
http://en.wikipedia.org/?curid=24074130,Marius Copil,57a4b228-9601-488d-97a7-55c3c73a157b,Marius Copil,100,86,95
http://en.wikipedia.org/?curid=27204519,List of England national football team World Cup and European Championship squads - 2016 European Championships,fa9a6d4f-8a28-4c94-bddd-1e7bc2b3fbe4,List of England national football team World Cup and ...,63,100,74
http://en.wikipedia.org/?curid=24142370,List of international cricket centuries by Sanath Jayasuriya - Test centuries,982c3bd7-2582-49bc-be63-0c798e4ad320,List of international cricket centuries by Sanath Jayasuriya,88,96,90
http://en.wikipedia.org/?curid=21381776,Teddy Air - Destinations,f836329d-97ba-4639-aeed-3f0868cd418b,Teddy Air,55,100,68
http://en.wikipedia.org/?curid=3076551,Everton F.C. - Notable former players,afbccb1a-4f16-4677-abe8-5925a58b7c01,List of Everton F.C. players,62,28,51
http://en.wikipedia.org/?curid=45506550,List of American Horror Story episodes - Season 5: Hotel (2015–16),5836fd77-31bc-4866-82a8-f74189a91323,American Horror Story: Hotel,60,6,43
