URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=22916979,List of United States cities by population density - Metropolitan areas,931e81d9-29bf-4234-9bbf-baf55efd83b6,List of United States cities by population density,83,100,93
http://en.wikipedia.org/?curid=16286349,Gold Coast Suns - Membership base and sponsorship,97d4f3a5-83a3-436d-8479-0db52ebfebe3,Gold Coast Suns,47,65,57
http://en.wikipedia.org/?curid=2283822,Adult Contemporary (chart) - The top 10 adult contemporary songs (1961–2011),c905cf7a-384a-4e1b-a116-5e302d3d6ef5,Adult Contemporary (chart),51,98,79
http://en.wikipedia.org/?curid=19652965,List of Washington Nationals Opening Day starting pitchers - Pitchers,558e4144-8108-4cdf-baf7-ed7e77d5ebe2,List of Washington Nationals Opening Day starting pitchers,91,100,96
http://en.wikipedia.org/?curid=14344407,1993 - 94 Philadelphia Flyers Season,ad979049-ec99-424e-a726-506f3a56ed8d,1993–94 Philadelphia Flyers season,94,40,61
http://en.wikipedia.org/?curid=22517564,2009 Belmont Stakes,e1700e17-e2f8-4a88-b5c3-7e3fd5a995a1,2009 Belmont Stakes,100,100,100
http://en.wikipedia.org/?curid=58743,Marburg virus disease - Epidemiology,f208e890-bf5d-4e6d-bcf8-17efc9bfceae,Marburg virus disease,74,100,89
http://en.wikipedia.org/?curid=26898647,List of tallest buildings in Knoxville - Tallest buildings,c205dec0-5c32-4bc6-9e5c-139aee3d2fb5,List of tallest buildings in Knoxville,79,94,88
http://en.wikipedia.org/?curid=21247826,St. Louis Steamers (1979–88) - Year-by-year,77aa6381-7ce4-4391-a092-64876c84fe07,St. Louis Steamers (1979–1988),77,100,90
http://en.wikipedia.org/?curid=71347797,Soccer in the United States - FIFA Women's World Cup on TV,9a7cabc8-1c27-46d2-b5eb-ec858eb4af26,2023 FIFA Women's World Cup broadcasting rights,53,2,22
