URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=637029,"Marco Fu - Non-ranking finals: 8 (5 titles, 3 runners-up)",0bd063b3-e7cd-4637-a16b-6f37b6b3fc9f,Marco Fu,25,75,55
http://en.wikipedia.org/?curid=31096171,FFA Cup - Finals,09e19fdb-152c-4570-b2e6-7a10b56e6e6d,Australia Cup,34,99,73
http://en.wikipedia.org/?curid=4021386,List of cities in India by population - 1 to 25,e219494b-e372-4ce2-a42f-206a9e90f37d,List of cities in India by population,88,39,58
http://en.wikipedia.org/?curid=1353096,Fox Television Stations,c19dcec8-4fce-4607-ae82-5a1bf54ff9bb,Fox Television Stations,100,40,64
http://en.wikipedia.org/?curid=362514,Progressive Unionist Party - Northern Ireland Assembly,fdb449bf-29ca-438c-a4ca-8dcf411f04da,Progressive Unionist Party,65,95,83
http://en.wikipedia.org/?curid=27173,S&DJR 7F 2-8-0 - Construction,3c74384a-fb26-42d0-a147-d83b582bc27b,S - WikipediaWikipedia,20,38,30
http://en.wikipedia.org/?curid=411870,Mike Simpson - Election results,0502a1fb-6f15-401e-a15a-d6fda1e6aa1c,Mike Simpson,56,84,72
http://en.wikipedia.org/?curid=28132970,Gardline Group,5dc981b2-8464-4aa1-acb1-60fd8d2c8034,Gardline Group,100,0,40
http://en.wikipedia.org/?curid=603934,Sergey Bubka - IAAF World championships,a71be5e8-4999-469b-a152-0d0aae4bf4d9,Sergey Bubka,47,100,78
http://en.wikipedia.org/?curid=10017154,Indiana Hoosiers men's basketball - Coaching history,49a5b925-14e4-4612-947d-52017c4d207c,Indiana Hoosiers men's basketball,78,95,88
