URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=39519793,Battle of Malta poker tournament - Main Event results,a71fb9bc-90b5-4e1d-9451-b4c7e6204325,Battle of Malta poker tournament,75,16,57
http://en.wikipedia.org/?curid=34416787,List of best-selling singles - 6–6.99 million copies,9059c242-4c7f-4239-b90f-e5e83f99fc4d,Heart (Glee),19,0,13
http://en.wikipedia.org/?curid=17360752,2008 - 09 New Jersey Devils Season,f0594d45-a759-46a9-9f1e-61c7f3d2675b,2008–09 New Jersey Devils season,94,100,95
http://en.wikipedia.org/?curid=4021386,List of cities in India by population - 1 to 25,24e227bf-069d-4cb0-9859-8efc6c0e8e3c,List of cities in India by population,88,65,81
http://en.wikipedia.org/?curid=3884033,"Mark Selby - Ranking finals: 24 (15 titles, 9 runners-up)",3ed73874-f09e-401f-8876-8d3975a68f9c,Mark Selby,30,99,50
http://en.wikipedia.org/?curid=16994082,East Kent Mavericks,3c9ba040-b65c-4c8d-b843-46173f461f51,East Kent Mavericks,100,8,72
http://en.wikipedia.org/?curid=14999879,2008 Indianapolis Colts Season,485bf120-de6b-47af-a176-5c319a25566c,2008 Indianapolis Colts season,100,88,96
http://en.wikipedia.org/?curid=47077496,"List of mayors of South Bend, Indiana - ",2f25490d-c36e-4cc5-ad3a-3a8b47cef1a8,"List of mayors of South Bend, Indiana",96,72,88
http://en.wikipedia.org/?curid=10866545,2007–08 Sydney FC season - Home Attendances,4106a0c3-017d-4529-8fa0-3db459de878f,2007–08 Sydney FC season,72,98,79
http://en.wikipedia.org/?curid=2564107,List of Yukon Leaders of Opposition - ,8eedc0b4-7b81-457d-a210-823c331b7702,List of Yukon Leaders of Opposition,96,98,96
