URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=55849087,List of Insert Name Here episodes - Series 1 (2016),dc6e7cea-963b-4e17-86b7-915005a1e784,List of Insert Name Here episodes,79,98,84
http://en.wikipedia.org/?curid=11097664,List Of Ngc Objects (2001 - 3000),5768d106-47ab-4217-8cbd-eefd870e6f2d,List of NGC objects (2001–3000),94,64,85
http://en.wikipedia.org/?curid=1637225,American Football League - AFL Championship Games,4dd66915-f17e-4f47-a9d1-3f39036b7d7c,American Football League playoffs,68,100,77
http://en.wikipedia.org/?curid=4021386,List of cities in India by population - 1 to 25,ce7890b2-23b6-4b49-8649-1e6e9ab8d962,List of cities in India by population,88,65,81
http://en.wikipedia.org/?curid=249482,All Nippon Airways - Formerly operated,db686932-3f01-4a37-91bd-c11425fd6d9f,All Nippon Airways,64,68,65
http://en.wikipedia.org/?curid=42552244,List of cities in Telangana by population - City categorization,ac422582-ce94-4531-be82-5f5023be84ef,List of cities and towns in Telangana,54,43,50
http://en.wikipedia.org/?curid=32541,Vitamin K Deficiency,d307b4ed-aed1-47df-9182-9658da06cb3c,Vitamin K,62,27,51
http://en.wikipedia.org/?curid=2144389,List Of Pokémon Theme Songs,584fafd4-f520-4cc5-a796-129012bcfb3f,List of Pokémon theme songs,100,9,72
http://en.wikipedia.org/?curid=56015222,List of largest cats - ,e532e375-0216-4e76-8a59-5f59fd8b9c09,List of largest cats,93,64,84
http://en.wikipedia.org/?curid=10295599,Bosnia And Herzegovina Davis Cup Team,11393894-b404-47b0-924f-df786c3c56e5,Bosnia and Herzegovina Davis Cup team,100,45,83
