URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=47136227,2009 in Strikeforce - Events list,064c1ebe-ce63-4106-bcfd-074be81e2066,2009 in Strikeforce,73,99,88
http://en.wikipedia.org/?curid=494889,Donets - Current,10cd09fd-108a-42ff-8b06-9be92c7352c0,Donetsk Oblast,53,17,31
http://en.wikipedia.org/?curid=23259077,John Newcombe Career Statistics,507d43e9-4259-442e-925d-cd9bdbc75c2c,John Newcombe career statistics,100,56,73
http://en.wikipedia.org/?curid=16185816,"Serbian Parliamentary Election , 2008",b37bc268-83e4-410f-b8bb-e54612d287f2,2008 Serbian parliamentary election,83,95,90
http://en.wikipedia.org/?curid=1019053,Sébastien Bourdais - Le Mans 24 Hours results,7f46fe47-50cd-4cf5-9b21-e5f4e9554774,Sébastien Bourdais,57,80,70
http://en.wikipedia.org/?curid=334569,T. C. Williams High School - Test scores,3d58c121-68e7-404f-9a9e-ea31efd4d3c4,Alexandria City High School,45,0,18
http://en.wikipedia.org/?curid=2994844,Shooting at the 2004 Summer Olympics – Men's 10 metre air rifle - Final,ac3df844-451b-4d30-be72-a6f170eff414,Shooting at the 2004 Summer Olympics – Men's 10 metre ...,84,91,88
http://en.wikipedia.org/?curid=11025881,1976 World Junior Figure Skating Championships,2d52fc44-7e96-4edf-8cc5-5a31cac5812a,1976 World Junior Figure Skating Championships,100,53,71
http://en.wikipedia.org/?curid=10015132,Toronto Raptors All - Time Roster,2dec21cc-227a-48a1-a41c-1754a0d3c281,Toronto Raptors all-time roster,97,24,53
http://en.wikipedia.org/?curid=442413,List of census divisions of Ontario - Regional municipalities,6c60e154-bb70-4b70-aa7f-086ebc32732d,List of census divisions of Ontario,73,85,80
