URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=17265352,"List of tallest buildings in Rochester, New York - Tallest buildings",408bd176-9e69-44c7-a470-18121c796a6b,"List of tallest buildings in Rochester, New York",83,83,83
http://en.wikipedia.org/?curid=1557974,List Of Active Sumo Wrestlers,c64bd46e-c932-4fe6-8b21-371706cfe283,List of active sumo wrestlers,100,22,53
http://en.wikipedia.org/?curid=15440989,Lithuania in the Eurovision Song Contest 2008 - Final,a44d7460-5ef7-415e-9296-000338f12c0e,Lithuania in the Eurovision Song Contest 2008,92,99,96
http://en.wikipedia.org/?curid=22355,List Of Olympic Medalists In Athletics (Men),0c52962c-9a36-4784-85b4-443d855e3ebf,List of Olympic medalists in athletics (men),100,38,62
http://en.wikipedia.org/?curid=8490725,List of mayors of Belfast - 21st century,875bec06-4737-4ebf-8226-36454027e55e,List of mayors of Belfast,77,87,83
http://en.wikipedia.org/?curid=11318462,Head Of The River (Queensland),26f9f7ac-6491-4cb2-93c3-049419de2d94,Head of the River (Queensland),100,99,99
http://en.wikipedia.org/?curid=562951,Donets - Current,10cd09fd-108a-42ff-8b06-9be92c7352c0,Donetsk,52,5,23
http://en.wikipedia.org/?curid=13117332,Andrea Petkovic,dee5a81a-111c-4ab4-8877-eba849cecbd2,Andrea Petkovic - WikipediaWikipedia,59,17,33
http://en.wikipedia.org/?curid=26794184,List of international cricket centuries at Newlands Cricket Ground - One Day International centuries,32ee141d-119b-4b60-a99e-b44bbfcd19af,List of international cricket centuries at Newlands ...,67,100,86
http://en.wikipedia.org/?curid=643014,List of universities in Serbia - Public,43453548-27a9-48f8-846c-d05949e41865,List of universities in Serbia,87,99,94
