URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=261931,New England Small College Athletic Conference,0852321f-81df-4119-9475-cf200533469f,New England Small College Athletic Conference,100,83,94
http://en.wikipedia.org/?curid=45186788,Swimming at the 2016 Summer Olympics – Men's 100 metre breaststroke - Final,da49e414-f5f4-4e57-b557-ac8d20100a9c,Swimming at the 2016 Summer Olympics – Men's 100 ...,77,96,82
http://en.wikipedia.org/?curid=1603756,Brendan Fevola - Best career games,a53fa04c-5799-496e-bc18-7c771827b12e,Brendan Fevola,58,100,70
http://en.wikipedia.org/?curid=4797426,"Judd Trump - Ranking finals: 19 (10 titles, 9 runners-up)",fa8f52af-1e31-4e6c-b18c-fcaa0d94e18a,Judd Trump,30,99,50
http://en.wikipedia.org/?curid=38864279,History of Michigan Wolverines football in the Elliott years - Year-by-year results,72c0beb4-84ef-4ede-abf0-d15e5ae60a73,History of Michigan Wolverines football in the Elliott years,84,69,79
http://en.wikipedia.org/?curid=741707,List of the largest villages in England - Contenders,928d3a56-ed07-4f50-9943-f07b35fc26a0,List of the largest villages in England,86,71,81
http://en.wikipedia.org/?curid=18197543,1974–75 Kentucky Colonels season - Eastern Division finals,0206582b-6178-406b-ab10-feda904dcd31,1974–75 Kentucky Colonels season,71,71,71
http://en.wikipedia.org/?curid=54630963,2017 World Series of Poker Europe - Event schedule,efd35e7c-806e-49ca-842a-23ca07450d8a,2017 World Series of Poker Europe,80,100,86
http://en.wikipedia.org/?curid=7577577,List of best-selling singles - 15 million copies or more,cd961fae-2623-49bd-9d22-ff62bae5bb62,List of best-selling singles,67,38,58
http://en.wikipedia.org/?curid=52796210,1943 Big Ten Conference football season - Results and team statistics,07a83803-68db-490f-ab7f-b2ab5046b256,1943 Big Ten Conference football season,72,100,80
