URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=56611891,List of highest historical junior scores in figure skating - Best total scores,bda5e622-328e-49c4-938d-531d97025980,List of highest historical junior scores in figure skating,85,99,93
http://en.wikipedia.org/?curid=38061737,Hong Kong Scottish - Records by season,df3111b6-7dd6-4c2e-b0ef-3865e9b8f3c7,Hong Kong Scottish,64,42,50
http://en.wikipedia.org/?curid=21032593,Swimming at the 1988 Summer Olympics – Men's 100 metre freestyle - Final A,e3118e83-0834-44a0-83fa-35eb8f7b20ad,Swimming at the 1988 Summer Olympics – Men's 100 ...,78,86,82
http://en.wikipedia.org/?curid=27987767,2003 - 04 European Challenge Cup,29326630-9c86-4e35-929b-51e7f4b05a0f,2003–04 European Challenge Cup,94,94,94
http://en.wikipedia.org/?curid=12060888,Geography of Greater Manchester - Borough tops,7b495a32-10cb-4e26-bdb1-8342241eb401,Geography of Greater Manchester,81,100,92
http://en.wikipedia.org/?curid=18949668,Law & Order : Special Victims Unit,e738f6f5-16ab-4da3-bb73-00cb653fc70d,LawWikipediahttps://en.,35,0,14
http://en.wikipedia.org/?curid=34236406,Swimming at the 2012 Summer Olympics – Men's 100 metre backstroke - Final,2c55b564-2653-493c-ac98-2ff536d6a388,Swimming at the 2012 Summer Olympics – Men's 100 ...,78,94,87
http://en.wikipedia.org/?curid=26669939,European Throwing Cup - Editions,8cc68b60-8127-43c6-9337-9b8764ca2a44,European Throwing Cup,79,25,46
http://en.wikipedia.org/?curid=17430068,Puerto Rico Soccer League,dd66250e-0501-448f-a1fd-c53fcb7767e5,Puerto Rico Soccer League,100,30,58
http://en.wikipedia.org/?curid=909344,Swimming at the 2004 Summer Olympics – Men's 200 metre individual medley - Semifinal 2,a76d9808-c0c5-4f5b-a830-8c3efff36055,Swimming at the 2004 Summer Olympics – Men's 200 ...,71,100,88
