URL,title,table_id,matched_title,title_similarity,table_similarity,overall_similarity
http://en.wikipedia.org/?curid=19088126,Borg–McEnroe rivalry - Invitational Matches,3e54587f-5d2e-48ef-9b86-a6edb6471936,Borg–McEnroe rivalry,63,85,69
http://en.wikipedia.org/?curid=2266990,Humor Magazine,05840a1e-cf86-481f-a3b1-2e9fa1600b19,List of humor magazines,76,42,65
http://en.wikipedia.org/?curid=1069072,Economy Of Europe,dd9a19f3-040d-4fea-978f-f1da6ef56aac,Economy of Europe,100,23,76
http://en.wikipedia.org/?curid=28593930,List of NCAA Division I men's basketball career assists leaders - Assists leaders,cb343c75-a7f6-450b-a14d-e69c72de2617,List of NCAA Division I men's basketball career assists ...,80,100,86
http://en.wikipedia.org/?curid=192545,Eurovision Song Contest 1974 - Results,965c6f93-b4d8-4b65-bdbe-d820c5a9d298,Eurovision Song Contest 1974,85,95,88
http://en.wikipedia.org/?curid=44894113,The Dresden Files short fiction - Stories by internal chronology,545a8d42-ab39-4c8f-a370-4f7789c17915,The Dresden Files short fiction,65,79,69
http://en.wikipedia.org/?curid=33950070,Grupo Cadena - Stations,eaaa4418-70cb-4b27-8a2d-25442b668a9b,Grupo Cadena,69,84,73
http://en.wikipedia.org/?curid=13599687,List Of Formula One Driver Records,bf9a2cd1-3557-4078-a4e4-122cb6d2e243,List of Formula One driver records,100,52,85
http://en.wikipedia.org/?curid=48219640,List of best-selling albums in Indonesia - ,3b1d97b1-b70c-4f17-a7ef-4e06a87895c7,List of best-selling albums in Indonesia,96,53,83
http://en.wikipedia.org/?curid=18964684,Bmw X1,68647187-741d-4341-a440-f26a297a2f5d,BMW X1 - WikipediaWikipedia,36,23,32
