Name,URL1,URL2,First Category
Ibtissam Bouharat,https://fr.wikipedia.org/?curid=6743738,https://fr.wikipedia.org/wiki/Ibtissam Bouharat,Article \u00e0 illustrer Footballeur
Jessie Godderz,https://fr.wikipedia.org/?curid=6746484,https://fr.wikipedia.org/wiki/Jessie Godderz,Page utilisant P27
Emilia Dragieva,https://fr.wikipedia.org/?curid=6746531,https://fr.wikipedia.org/wiki/Emilia Dragieva,Wikip\u00e9dia:\u00e9bauche athl\u00e8te bulgare
Milena Stacchiotti,https://fr.wikipedia.org/?curid=6745950,https://fr.wikipedia.org/wiki/Milena Stacchiotti,Wikip\u00e9dia:\u00e9bauche joueuse italienne de volley-ball
Yana Kasova,https://fr.wikipedia.org/?curid=6745258,https://fr.wikipedia.org/wiki/Yana Kasova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te bulgare
Jacques Ier (prince de Monaco),https://fr.wikipedia.org/?curid=673792,https://fr.wikipedia.org/wiki/Jacques Ier (prince de Monaco),Page au nom prot\u00e9g\u00e9
Sibel K\u00fc\u00e7\u00fck,https://fr.wikipedia.org/?curid=6736913,https://fr.wikipedia.org/wiki/Sibel K\u00fc\u00e7\u00fck,Article \u00e0 illustrer Joueur de volley-ball
Girl on Fire (chanson),https://fr.wikipedia.org/?curid=6551641,https://fr.wikipedia.org/wiki/Girl on Fire (chanson),Article contenant un lien mort
Fernande Bochatay,https://fr.wikipedia.org/?curid=654585,https://fr.wikipedia.org/wiki/Fernande Bochatay,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 suisse
Mira Leung,https://fr.wikipedia.org/?curid=654603,https://fr.wikipedia.org/wiki/Mira Leung,Wikip\u00e9dia:\u00e9bauche patinage artistique
F\u00e9lix Pouilly,https://fr.wikipedia.org/?curid=6549704,https://fr.wikipedia.org/wiki/F\u00e9lix Pouilly,Page utilisant P569
Samantha Crawford,https://fr.wikipedia.org/?curid=6550998,https://fr.wikipedia.org/wiki/Samantha Crawford,Article utilisant une Infobox
Karen Gallardo,https://fr.wikipedia.org/?curid=6674280,https://fr.wikipedia.org/wiki/Karen Gallardo,Wikip\u00e9dia:\u00e9bauche athl\u00e8te chilien
Karin Ertl,https://fr.wikipedia.org/?curid=6674406,https://fr.wikipedia.org/wiki/Karin Ertl,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Yelena Sipatova,https://fr.wikipedia.org/?curid=6676162,https://fr.wikipedia.org/wiki/Yelena Sipatova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te sovi\u00e9tique
Elke Decker,https://fr.wikipedia.org/?curid=6675364,https://fr.wikipedia.org/wiki/Elke Decker,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Cheryl Dickey,https://fr.wikipedia.org/?curid=6680643,https://fr.wikipedia.org/wiki/Cheryl Dickey,Wikip\u00e9dia:\u00e9bauche athl\u00e8te am\u00e9ricain
Ashleigh Moolman,https://fr.wikipedia.org/?curid=6689410,https://fr.wikipedia.org/wiki/Ashleigh Moolman,Page utilisant P1477
Catherine Lechalup\u00e9,https://fr.wikipedia.org/?curid=6689780,https://fr.wikipedia.org/wiki/Catherine Lechalup\u00e9,Wikip\u00e9dia:\u00e9bauche badminton
Marina Kolonina,https://fr.wikipedia.org/?curid=6691380,https://fr.wikipedia.org/wiki/Marina Kolonina,Wikip\u00e9dia:\u00e9bauche pentathlon moderne
Pang Qing,https://fr.wikipedia.org/?curid=669277,https://fr.wikipedia.org/wiki/Pang Qing,Wikip\u00e9dia:\u00e9bauche patinage artistique
Kathinka von Deichmann,https://fr.wikipedia.org/?curid=6660326,https://fr.wikipedia.org/wiki/Kathinka von Deichmann,R\u00e9daction \u00e0 am\u00e9liorer
Liste des imp\u00e9ratrices romaines et byzantines,https://fr.wikipedia.org/?curid=6663976,https://fr.wikipedia.org/wiki/Liste des imp\u00e9ratrices romaines et byzantines,Article utilisant une Infobox
Amelia Lily,https://fr.wikipedia.org/?curid=6662469,https://fr.wikipedia.org/wiki/Amelia Lily,Article utilisant une Infobox
Natalya Dukhnova,https://fr.wikipedia.org/?curid=6671933,https://fr.wikipedia.org/wiki/Natalya Dukhnova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te bi\u00e9lorusse
Yekaterina Puzanova,https://fr.wikipedia.org/?curid=6672885,https://fr.wikipedia.org/wiki/Yekaterina Puzanova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te russe
Andrea Lynch,https://fr.wikipedia.org/?curid=6668713,https://fr.wikipedia.org/wiki/Andrea Lynch,Wikip\u00e9dia:\u00e9bauche athl\u00e8te britannique
Ievguenia Kondrachkina,https://fr.wikipedia.org/?curid=6659119,https://fr.wikipedia.org/wiki/Ievguenia Kondrachkina,Article \u00e0 illustrer Joueur de volley-ball
Meredith Schamun,https://fr.wikipedia.org/?curid=6659253,https://fr.wikipedia.org/wiki/Meredith Schamun,Wikip\u00e9dia:\u00e9bauche joueuse am\u00e9ricaine de volley-ball
Ivana Milo\u0161,https://fr.wikipedia.org/?curid=6652233,https://fr.wikipedia.org/wiki/Ivana Milo\u0161,Article utilisant une Infobox
