Name,URL1,URL2,First Category
Hanna Klimets,https://fr.wikipedia.org/?curid=10453029,https://fr.wikipedia.org/wiki/Hanna Klimets,Article \u00e0 illustrer Joueur de volley-ball
Maryse Hilsz,https://fr.wikipedia.org/?curid=1042670,https://fr.wikipedia.org/wiki/Maryse Hilsz,Page utilisant P569
Sylvie Ballyot,https://fr.wikipedia.org/?curid=10427277,https://fr.wikipedia.org/wiki/Sylvie Ballyot,Wikip\u00e9dia:\u00e9bauche acteur fran\u00e7ais
Angelika Dubinski,https://fr.wikipedia.org/?curid=10428830,https://fr.wikipedia.org/wiki/Angelika Dubinski,Page utilisant P27
Catherine Cortez Masto,https://fr.wikipedia.org/?curid=10424241,https://fr.wikipedia.org/wiki/Catherine Cortez Masto,Article utilisant une Infobox
Yamina Benguigui,https://fr.wikipedia.org/?curid=1042822,https://fr.wikipedia.org/wiki/Yamina Benguigui,Article utilisant une Infobox
Hande Balad\u0131n,https://fr.wikipedia.org/?curid=10440874,https://fr.wikipedia.org/wiki/Hande Balad\u0131n,Article utilisant une Infobox
Madolyn Smith,https://fr.wikipedia.org/?curid=10432631,https://fr.wikipedia.org/wiki/Madolyn Smith,Page utilisant P569
Dede Griesbauer,https://fr.wikipedia.org/?curid=10432962,https://fr.wikipedia.org/wiki/Dede Griesbauer,Article \u00e0 illustrer Sportif
Lina Esco,https://fr.wikipedia.org/?curid=10413696,https://fr.wikipedia.org/wiki/Lina Esco,Wikip\u00e9dia:\u00e9bauche acteur am\u00e9ricain
Charl\u00e8ne Guignard,https://fr.wikipedia.org/?curid=10402542,https://fr.wikipedia.org/wiki/Charl\u00e8ne Guignard,Page utilisant P569
Les Fils de l'homme (film),https://fr.wikipedia.org/?curid=1041067,https://fr.wikipedia.org/wiki/Les Fils de l'homme (film),Article contenant un lien mort
Sharon Van Etten,https://fr.wikipedia.org/?curid=10403647,https://fr.wikipedia.org/wiki/Sharon Van Etten,Page utilisant P569
Venus Lux,https://fr.wikipedia.org/?curid=10403799,https://fr.wikipedia.org/wiki/Venus Lux,Article contenant un lien mort
Jan Wanklyn,https://fr.wikipedia.org/?curid=10401489,https://fr.wikipedia.org/wiki/Jan Wanklyn,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Ekaterina Alexandrova,https://fr.wikipedia.org/?curid=10457783,https://fr.wikipedia.org/wiki/Ekaterina Alexandrova,Article utilisant une Infobox
Rachele Barbieri,https://fr.wikipedia.org/?curid=10370428,https://fr.wikipedia.org/wiki/Rachele Barbieri,Page utilisant P569
Nino Khourtsidz\u00e9,https://fr.wikipedia.org/?curid=10370436,https://fr.wikipedia.org/wiki/Nino Khourtsidz\u00e9,Page utilisant P569
Shen Yang,https://fr.wikipedia.org/?curid=10370698,https://fr.wikipedia.org/wiki/Shen Yang,Page utilisant P569
Jadwiga J\u0119drzejowska,https://fr.wikipedia.org/?curid=1039494,https://fr.wikipedia.org/wiki/Jadwiga J\u0119drzejowska,Article manquant de r\u00e9f\u00e9rences depuis mars 2019
Elizabeth Ryan,https://fr.wikipedia.org/?curid=1039298,https://fr.wikipedia.org/wiki/Elizabeth Ryan,Article utilisant une Infobox
Doris Hart,https://fr.wikipedia.org/?curid=1035781,https://fr.wikipedia.org/wiki/Doris Hart,Article utilisant une Infobox
Miss Afrique du Sud 2011,https://fr.wikipedia.org/?curid=10357836,https://fr.wikipedia.org/wiki/Miss Afrique du Sud 2011,Article utilisant une Infobox
Edward aux mains d'argent,https://fr.wikipedia.org/?curid=103704,https://fr.wikipedia.org/wiki/Edward aux mains d'argent,Article utilisant une Infobox
Amanda Papadimos,https://fr.wikipedia.org/?curid=10377297,https://fr.wikipedia.org/wiki/Amanda Papadimos,Wikip\u00e9dia:\u00e9bauche astronome
Yvonne de Gaulle,https://fr.wikipedia.org/?curid=103749,https://fr.wikipedia.org/wiki/Yvonne de Gaulle,Article utilisant une Infobox
Emily Kay,https://fr.wikipedia.org/?curid=10378618,https://fr.wikipedia.org/wiki/Emily Kay,Page utilisant P569
Dannielle Khan,https://fr.wikipedia.org/?curid=10378639,https://fr.wikipedia.org/wiki/Dannielle Khan,Page utilisant P569
Alessandra D'Ettorre,https://fr.wikipedia.org/?curid=10389463,https://fr.wikipedia.org/wiki/Alessandra D'Ettorre,Page utilisant P569
Viviana Rivasplata,https://fr.wikipedia.org/?curid=10389659,https://fr.wikipedia.org/wiki/Viviana Rivasplata,Article \u00e0 illustrer Miss
Samantha Womack,https://fr.wikipedia.org/?curid=10388472,https://fr.wikipedia.org/wiki/Samantha Womack,Article contenant un lien mort
Barbara Underhill,https://fr.wikipedia.org/?curid=10357440,https://fr.wikipedia.org/wiki/Barbara Underhill,Wikip\u00e9dia:\u00e9bauche patinage artistique
Huang Qian,https://fr.wikipedia.org/?curid=10369888,https://fr.wikipedia.org/wiki/Huang Qian,Page utilisant P569
Rama Yade,https://fr.wikipedia.org/?curid=1037215,https://fr.wikipedia.org/wiki/Rama Yade,Article utilisant une Infobox
Letizia Paternoster,https://fr.wikipedia.org/?curid=10371568,https://fr.wikipedia.org/wiki/Letizia Paternoster,Page utilisant P1477
Tamara Rojo,https://fr.wikipedia.org/?curid=10374549,https://fr.wikipedia.org/wiki/Tamara Rojo,Article utilisant une Infobox
Nanami Hashimoto,https://fr.wikipedia.org/?curid=10378934,https://fr.wikipedia.org/wiki/Nanami Hashimoto,Article utilisant une Infobox
Hilde Sperling,https://fr.wikipedia.org/?curid=1037894,https://fr.wikipedia.org/wiki/Hilde Sperling,Article utilisant une Infobox
