Name,URL1,URL2,First Category
Jip Vastenburg,https://fr.wikipedia.org/?curid=8225488,https://fr.wikipedia.org/wiki/Jip Vastenburg,Wikip\u00e9dia:\u00e9bauche athl\u00e8te n\u00e9erlandais
Renata Pli\u015b,https://fr.wikipedia.org/?curid=8225635,https://fr.wikipedia.org/wiki/Renata Pli\u015b,Wikip\u00e9dia:\u00e9bauche athl\u00e8te polonais
Eleriin Haas,https://fr.wikipedia.org/?curid=8227806,https://fr.wikipedia.org/wiki/Eleriin Haas,Article utilisant une Infobox
Estelle Perrossier,https://fr.wikipedia.org/?curid=8228269,https://fr.wikipedia.org/wiki/Estelle Perrossier,Wikip\u00e9dia:\u00e9bauche athl\u00e8te fran\u00e7ais
Cyrille Neveu,https://fr.wikipedia.org/?curid=8239150,https://fr.wikipedia.org/wiki/Cyrille Neveu,Article utilisant une Infobox
Alexandra Cassan-Ferrier,https://fr.wikipedia.org/?curid=8236639,https://fr.wikipedia.org/wiki/Alexandra Cassan-Ferrier,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Anastassia Myskina,https://fr.wikipedia.org/?curid=83054,https://fr.wikipedia.org/wiki/Anastassia Myskina,Article utilisant une Infobox
Seraina Boner,https://fr.wikipedia.org/?curid=8311599,https://fr.wikipedia.org/wiki/Seraina Boner,Wikip\u00e9dia:\u00e9bauche ski de fond
Zdzis\u0142aw Kawecki,https://fr.wikipedia.org/?curid=8306480,https://fr.wikipedia.org/wiki/Zdzis\u0142aw Kawecki,Article utilisant une Infobox
Robin Hobb,https://fr.wikipedia.org/?curid=82984,https://fr.wikipedia.org/wiki/Robin Hobb,Article utilisant une Infobox
Jiang Bo,https://fr.wikipedia.org/?curid=8406367,https://fr.wikipedia.org/wiki/Jiang Bo,Wikip\u00e9dia:\u00e9bauche athl\u00e8te chinois
Anne Audain,https://fr.wikipedia.org/?curid=8406441,https://fr.wikipedia.org/wiki/Anne Audain,Wikip\u00e9dia:\u00e9bauche athl\u00e8te n\u00e9o-z\u00e9landais
Manuela Mager,https://fr.wikipedia.org/?curid=8407772,https://fr.wikipedia.org/wiki/Manuela Mager,Wikip\u00e9dia:\u00e9bauche patinage artistique
Marl\u00e8ne Schiappa,https://fr.wikipedia.org/?curid=8497309,https://fr.wikipedia.org/wiki/Marl\u00e8ne Schiappa,Article contenant un lien mort
Anna Pogorilaya,https://fr.wikipedia.org/?curid=8500213,https://fr.wikipedia.org/wiki/Anna Pogorilaya,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 russe
Kl\u00e1ra K\u0159\u00ed\u017eov\u00e1,https://fr.wikipedia.org/?curid=8500657,https://fr.wikipedia.org/wiki/Kl\u00e1ra K\u0159\u00ed\u017eov\u00e1,Article utilisant une Infobox
Regina Sterz,https://fr.wikipedia.org/?curid=8500690,https://fr.wikipedia.org/wiki/Regina Sterz,Wikip\u00e9dia:\u00e9bauche ski alpin
Amelita Alanes,https://fr.wikipedia.org/?curid=8497105,https://fr.wikipedia.org/wiki/Amelita Alanes,Wikip\u00e9dia:\u00e9bauche athl\u00e8te philippin
Esther Rot,https://fr.wikipedia.org/?curid=8499766,https://fr.wikipedia.org/wiki/Esther Rot,Wikip\u00e9dia:\u00e9bauche athl\u00e8te
Susan Krumins,https://fr.wikipedia.org/?curid=8223653,https://fr.wikipedia.org/wiki/Susan Krumins,Article utilisant une Infobox
Giulia Viola,https://fr.wikipedia.org/?curid=8223845,https://fr.wikipedia.org/wiki/Giulia Viola,Wikip\u00e9dia:\u00e9bauche athl\u00e8te italien
Linn S\u00f6mskar,https://fr.wikipedia.org/?curid=8284304,https://fr.wikipedia.org/wiki/Linn S\u00f6mskar,Wikip\u00e9dia:\u00e9bauche sportif su\u00e9dois
Lynn Hill,https://fr.wikipedia.org/?curid=828499,https://fr.wikipedia.org/wiki/Lynn Hill,Article utilisant une Infobox
Duan Ying-Ying,https://fr.wikipedia.org/?curid=8285004,https://fr.wikipedia.org/wiki/Duan Ying-Ying,Article utilisant une Infobox
Sylvie Muguet,https://fr.wikipedia.org/?curid=8287847,https://fr.wikipedia.org/wiki/Sylvie Muguet,Article \u00e0 illustrer Sportif
Dmitriy Gaag,https://fr.wikipedia.org/?curid=8427434,https://fr.wikipedia.org/wiki/Dmitriy Gaag,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Clarisse Le Bihan,https://fr.wikipedia.org/?curid=8465369,https://fr.wikipedia.org/wiki/Clarisse Le Bihan,Article utilisant une Infobox
Lesia Tsurenko,https://fr.wikipedia.org/?curid=8464956,https://fr.wikipedia.org/wiki/Lesia Tsurenko,Article utilisant une Infobox
Overwatch,https://fr.wikipedia.org/?curid=8464966,https://fr.wikipedia.org/wiki/Overwatch,Page utilisant des donn\u00e9es de Wikidata \u00e0 traduire de l'anglais
Leyla Rajabi,https://fr.wikipedia.org/?curid=8355638,https://fr.wikipedia.org/wiki/Leyla Rajabi,Wikip\u00e9dia:\u00e9bauche athl\u00e8te iranien
Manisha Koirala,https://fr.wikipedia.org/?curid=839875,https://fr.wikipedia.org/wiki/Manisha Koirala,Article contenant un lien mort
Bette Davis Eyes,https://fr.wikipedia.org/?curid=8397612,https://fr.wikipedia.org/wiki/Bette Davis Eyes,Article contenant un appel \u00e0 traduction en anglais
Akiko Suzuki,https://fr.wikipedia.org/?curid=8494676,https://fr.wikipedia.org/wiki/Akiko Suzuki,Wikip\u00e9dia:\u00e9bauche patinage artistique
Susi Susanti,https://fr.wikipedia.org/?curid=8494701,https://fr.wikipedia.org/wiki/Susi Susanti,Article utilisant une Infobox
Elena Radionova,https://fr.wikipedia.org/?curid=8494737,https://fr.wikipedia.org/wiki/Elena Radionova,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 russe
