Name,URL1,URL2,First Category
Ana Mar\u00eda Arias,https://fr.wikipedia.org/?curid=1199625,https://fr.wikipedia.org/wiki/Ana Mar\u00eda Arias,Article \u00e0 illustrer Joueur de tennis
Anna Grimaldi,https://fr.wikipedia.org/?curid=11981602,https://fr.wikipedia.org/wiki/Anna Grimaldi,Article contenant un lien mort
Chun-Li (chanson de Nicki Minaj),https://fr.wikipedia.org/?curid=11970658,https://fr.wikipedia.org/wiki/Chun-Li (chanson de Nicki Minaj),Article contenant un lien mort
Sandrina Illes,https://fr.wikipedia.org/?curid=11977231,https://fr.wikipedia.org/wiki/Sandrina Illes,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Haykanoush Danielyan,https://fr.wikipedia.org/?curid=11974643,https://fr.wikipedia.org/wiki/Haykanoush Danielyan,Page utilisant P569
Caroline Chepkwony,https://fr.wikipedia.org/?curid=12191961,https://fr.wikipedia.org/wiki/Caroline Chepkwony,Article utilisant une Infobox
In\u00e8s Boutaleb,https://fr.wikipedia.org/?curid=12203714,https://fr.wikipedia.org/wiki/In\u00e8s Boutaleb,Article \u00e0 illustrer Footballeur
Marzena Wojdecka,https://fr.wikipedia.org/?curid=12208802,https://fr.wikipedia.org/wiki/Marzena Wojdecka,Wikip\u00e9dia:\u00e9bauche athl\u00e9tisme
Always Remember Us This Way,https://fr.wikipedia.org/?curid=12206179,https://fr.wikipedia.org/wiki/Always Remember Us This Way,Article utilisant une Infobox
Gretta Taslakian,https://fr.wikipedia.org/?curid=12205354,https://fr.wikipedia.org/wiki/Gretta Taslakian,Wikip\u00e9dia:\u00e9bauche athl\u00e8te
Ava Max,https://fr.wikipedia.org/?curid=12165862,https://fr.wikipedia.org/wiki/Ava Max,Article utilisant une Infobox
Brenda Remilton,https://fr.wikipedia.org/?curid=1216610,https://fr.wikipedia.org/wiki/Brenda Remilton,Article \u00e0 illustrer Joueur de tennis
Hayley Orrantia,https://fr.wikipedia.org/?curid=12191241,https://fr.wikipedia.org/wiki/Hayley Orrantia,Article utilisant une Infobox
Kim Yuna,https://fr.wikipedia.org/?curid=1219432,https://fr.wikipedia.org/wiki/Kim Yuna,Article utilisant une Infobox
