Name,URL1,URL2,First Category
Marja-Lewis Ryan,https://fr.wikipedia.org/?curid=11309369,https://fr.wikipedia.org/wiki/Marja-Lewis Ryan,Wikip\u00e9dia:\u00e9bauche r\u00e9alisateur am\u00e9ricain
Melissa Coates,https://fr.wikipedia.org/?curid=11309759,https://fr.wikipedia.org/wiki/Melissa Coates,Wikip\u00e9dia:\u00e9bauche sport
Annabella Zwyndila,https://fr.wikipedia.org/?curid=11313829,https://fr.wikipedia.org/wiki/Annabella Zwyndila,Page utilisant P569
Tetyana Klimchenko,https://fr.wikipedia.org/?curid=11313171,https://fr.wikipedia.org/wiki/Tetyana Klimchenko,Wikip\u00e9dia:\u00e9bauche coureur cycliste ukrainien
Alina Kabaeva,https://fr.wikipedia.org/?curid=1130435,https://fr.wikipedia.org/wiki/Alina Kabaeva,Article manquant de r\u00e9f\u00e9rences depuis octobre 2021
Ale M\u00fcller,https://fr.wikipedia.org/?curid=11311956,https://fr.wikipedia.org/wiki/Ale M\u00fcller,Article manquant de r\u00e9f\u00e9rences depuis d\u00e9cembre 2017
Sue Lloyd,https://fr.wikipedia.org/?curid=11310725,https://fr.wikipedia.org/wiki/Sue Lloyd,Page utilisant P569
Clare Egan,https://fr.wikipedia.org/?curid=11358994,https://fr.wikipedia.org/wiki/Clare Egan,Article utilisant une Infobox
Danica Dillon,https://fr.wikipedia.org/?curid=11349752,https://fr.wikipedia.org/wiki/Danica Dillon,Article utilisant une Infobox
Johanna Talih\u00e4rm,https://fr.wikipedia.org/?curid=11350270,https://fr.wikipedia.org/wiki/Johanna Talih\u00e4rm,Wikip\u00e9dia:\u00e9bauche biathlon
Mieke Suys,https://fr.wikipedia.org/?curid=10989197,https://fr.wikipedia.org/wiki/Mieke Suys,Wikip\u00e9dia:\u00e9bauche triathlon
Dirk Van Gossum,https://fr.wikipedia.org/?curid=10989257,https://fr.wikipedia.org/wiki/Dirk Van Gossum,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Bert Jammaer,https://fr.wikipedia.org/?curid=10989328,https://fr.wikipedia.org/wiki/Bert Jammaer,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Paris Jackson,https://fr.wikipedia.org/?curid=11020463,https://fr.wikipedia.org/wiki/Paris Jackson,Article contenant un lien mort
Du Jing,https://fr.wikipedia.org/?curid=11012068,https://fr.wikipedia.org/wiki/Du Jing,Wikip\u00e9dia:\u00e9bauche badminton
Anitta (chanteuse),https://fr.wikipedia.org/?curid=11019108,https://fr.wikipedia.org/wiki/Anitta (chanteuse),Page utilisant P569
Maor Tiyouri,https://fr.wikipedia.org/?curid=11212221,https://fr.wikipedia.org/wiki/Maor Tiyouri,Wikip\u00e9dia:\u00e9bauche athl\u00e9tisme
Naina Ravaoarisoa,https://fr.wikipedia.org/?curid=11212390,https://fr.wikipedia.org/wiki/Naina Ravaoarisoa,Article \u00e0 illustrer Judoka
Louane (album),https://fr.wikipedia.org/?curid=11258001,https://fr.wikipedia.org/wiki/Louane (album),Article utilisant une Infobox
Hoshi (chanteuse),https://fr.wikipedia.org/?curid=11656688,https://fr.wikipedia.org/wiki/Hoshi (chanteuse),Article utilisant une Infobox
Chilla,https://fr.wikipedia.org/?curid=11652418,https://fr.wikipedia.org/wiki/Chilla,Page utilisant P1477
Nicola Olyslagers,https://fr.wikipedia.org/?curid=11634481,https://fr.wikipedia.org/wiki/Nicola Olyslagers,Wikip\u00e9dia:\u00e9bauche athl\u00e8te australien
Sigourney Weaver,https://fr.wikipedia.org/?curid=116495,https://fr.wikipedia.org/wiki/Sigourney Weaver,Article utilisant une Infobox
Jemima Montag,https://fr.wikipedia.org/?curid=11622557,https://fr.wikipedia.org/wiki/Jemima Montag,Wikip\u00e9dia:\u00e9bauche athl\u00e8te
Nina Schultz,https://fr.wikipedia.org/?curid=11631993,https://fr.wikipedia.org/wiki/Nina Schultz,Wikip\u00e9dia:\u00e9bauche athl\u00e8te canadien
