Name,URL1,URL2,First Category
Nadejda Talanova,https://fr.wikipedia.org/?curid=7367377,https://fr.wikipedia.org/wiki/Nadejda Talanova,Wikip\u00e9dia:\u00e9bauche biathlon
Sibylline,https://fr.wikipedia.org/?curid=736748,https://fr.wikipedia.org/wiki/Sibylline,Article \u00e0 illustrer Bande dessin\u00e9e
Maria Suelen Altheman,https://fr.wikipedia.org/?curid=7367524,https://fr.wikipedia.org/wiki/Maria Suelen Altheman,Wikip\u00e9dia:\u00e9bauche judo
Lee Jung-eun,https://fr.wikipedia.org/?curid=7367559,https://fr.wikipedia.org/wiki/Lee Jung-eun,Wikip\u00e9dia:\u00e9bauche judo
\u00c9rika Miranda,https://fr.wikipedia.org/?curid=7361005,https://fr.wikipedia.org/wiki/\u00c9rika Miranda,Article utilisant une Infobox
Mareen Kr\u00e4h,https://fr.wikipedia.org/?curid=7361022,https://fr.wikipedia.org/wiki/Mareen Kr\u00e4h,Wikip\u00e9dia:\u00e9bauche judo
Yuki Hashimoto,https://fr.wikipedia.org/?curid=7361036,https://fr.wikipedia.org/wiki/Yuki Hashimoto,Article \u00e0 illustrer Sportif
Alina Stepanchuk,https://fr.wikipedia.org/?curid=7361054,https://fr.wikipedia.org/wiki/Alina Stepanchuk,Article \u00e0 illustrer Joueur de volley-ball
Vlora Bedeti,https://fr.wikipedia.org/?curid=7361098,https://fr.wikipedia.org/wiki/Vlora Bedeti,Article utilisant une Infobox
Alexandra Jupiter,https://fr.wikipedia.org/?curid=7347132,https://fr.wikipedia.org/wiki/Alexandra Jupiter,Article utilisant une Infobox
Liste des m\u00e9daill\u00e9s aux Jeux olympiques d'\u00e9t\u00e9 de 2000,https://fr.wikipedia.org/?curid=7347149,https://fr.wikipedia.org/wiki/Liste des m\u00e9daill\u00e9s aux Jeux olympiques d'\u00e9t\u00e9 de 2000,Page utilisant une pr\u00e9sentation en colonnes avec un nombre fixe de colonnes
Alejandra Due\u00f1as,https://fr.wikipedia.org/?curid=7347376,https://fr.wikipedia.org/wiki/Alejandra Due\u00f1as,Wikip\u00e9dia:\u00e9bauche acteur chilien
Kaisa Alanko,https://fr.wikipedia.org/?curid=7354885,https://fr.wikipedia.org/wiki/Kaisa Alanko,Article contenant un appel \u00e0 traduction en italien
Laura Vargas-Koch,https://fr.wikipedia.org/?curid=7364093,https://fr.wikipedia.org/wiki/Laura Vargas-Koch,Article utilisant une Infobox
Kim Polling,https://fr.wikipedia.org/?curid=7364098,https://fr.wikipedia.org/wiki/Kim Polling,Wikip\u00e9dia:\u00e9bauche judo
Sol Kyong,https://fr.wikipedia.org/?curid=7364111,https://fr.wikipedia.org/wiki/Sol Kyong,Wikip\u00e9dia:\u00e9bauche judo
Nadiia Kodola,https://fr.wikipedia.org/?curid=7365131,https://fr.wikipedia.org/wiki/Nadiia Kodola,Article utilisant une Infobox
Suzuka Hashimoto,https://fr.wikipedia.org/?curid=7365181,https://fr.wikipedia.org/wiki/Suzuka Hashimoto,Article utilisant une Infobox
Xavier Th\u00e9venard,https://fr.wikipedia.org/?curid=7365287,https://fr.wikipedia.org/wiki/Xavier Th\u00e9venard,Page utilisant P569
Alison Riske,https://fr.wikipedia.org/?curid=7365466,https://fr.wikipedia.org/wiki/Alison Riske,Article utilisant une Infobox
Eleanor Francis Helin,https://fr.wikipedia.org/?curid=740150,https://fr.wikipedia.org/wiki/Eleanor Francis Helin,Page utilisant P569
Y\u016bko Nakamura,https://fr.wikipedia.org/?curid=7404336,https://fr.wikipedia.org/wiki/Y\u016bko Nakamura,Wikip\u00e9dia:\u00e9bauche acteur japonais
Elis\u00e2ngela Paulino,https://fr.wikipedia.org/?curid=7404509,https://fr.wikipedia.org/wiki/Elis\u00e2ngela Paulino,Article \u00e0 illustrer Joueur de volley-ball
Yuliya Gerasymova,https://fr.wikipedia.org/?curid=7370954,https://fr.wikipedia.org/wiki/Yuliya Gerasymova,Article \u00e0 illustrer Joueur de volley-ball
Personnages de Sailor Moon,https://fr.wikipedia.org/?curid=7371806,https://fr.wikipedia.org/wiki/Personnages de Sailor Moon,Page utilisant un sommaire limit\u00e9
Pauliina Vilponen,https://fr.wikipedia.org/?curid=7388520,https://fr.wikipedia.org/wiki/Pauliina Vilponen,Article utilisant une Infobox
Saori Takahashi,https://fr.wikipedia.org/?curid=7384571,https://fr.wikipedia.org/wiki/Saori Takahashi,Article \u00e0 illustrer Joueur de volley-ball
Ivana Lukovi\u0107,https://fr.wikipedia.org/?curid=7384584,https://fr.wikipedia.org/wiki/Ivana Lukovi\u0107,Article \u00e0 illustrer Joueur de volley-ball
Margarita Kourilo,https://fr.wikipedia.org/?curid=7396663,https://fr.wikipedia.org/wiki/Margarita Kourilo,Article \u00e0 illustrer Joueur de volley-ball
Fate/kaleid liner Prisma Illya,https://fr.wikipedia.org/?curid=7397357,https://fr.wikipedia.org/wiki/Fate/kaleid liner Prisma Illya,Article utilisant une Infobox
Lyudmila Veselkova,https://fr.wikipedia.org/?curid=7396314,https://fr.wikipedia.org/wiki/Lyudmila Veselkova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te sovi\u00e9tique
Jennifer Geerties,https://fr.wikipedia.org/?curid=7396644,https://fr.wikipedia.org/wiki/Jennifer Geerties,Article utilisant une Infobox
Ielena Novik,https://fr.wikipedia.org/?curid=7413202,https://fr.wikipedia.org/wiki/Ielena Novik,Article \u00e0 illustrer Joueur de volley-ball
Chan Chin-wei,https://fr.wikipedia.org/?curid=7413908,https://fr.wikipedia.org/wiki/Chan Chin-wei,Article utilisant une Infobox
