Name,URL1,URL2,First Category
Janeene Vickers,https://fr.wikipedia.org/?curid=5409405,https://fr.wikipedia.org/wiki/Janeene Vickers,Wikip\u00e9dia:\u00e9bauche athl\u00e8te am\u00e9ricain
Katrin D\u00f6rre-Heinig,https://fr.wikipedia.org/?curid=5410165,https://fr.wikipedia.org/wiki/Katrin D\u00f6rre-Heinig,Wikip\u00e9dia:\u00e9bauche athl\u00e8te allemand
Zamira Amirova,https://fr.wikipedia.org/?curid=5399909,https://fr.wikipedia.org/wiki/Zamira Amirova,Wikip\u00e9dia:\u00e9bauche athl\u00e8te ouzbek
Kumiko Ikeda,https://fr.wikipedia.org/?curid=5415173,https://fr.wikipedia.org/wiki/Kumiko Ikeda,Wikip\u00e9dia:\u00e9bauche athl\u00e8te japonais
Katrin Apel,https://fr.wikipedia.org/?curid=542465,https://fr.wikipedia.org/wiki/Katrin Apel,Article utilisant une Infobox
Natalya Torshina,https://fr.wikipedia.org/?curid=5444638,https://fr.wikipedia.org/wiki/Natalya Torshina,Wikip\u00e9dia:\u00e9bauche athl\u00e8te kazakh
Irina Slyusar,https://fr.wikipedia.org/?curid=5441376,https://fr.wikipedia.org/wiki/Irina Slyusar,Wikip\u00e9dia:\u00e9bauche athl\u00e8te sovi\u00e9tique
Nanette Workman,https://fr.wikipedia.org/?curid=545996,https://fr.wikipedia.org/wiki/Nanette Workman,Article utilisant une Infobox
Liste de femmes monarques,https://fr.wikipedia.org/?curid=5439714,https://fr.wikipedia.org/wiki/Liste de femmes monarques,Article contenant un appel \u00e0 traduction en anglais
Rift: Planes of Telara,https://fr.wikipedia.org/?curid=5439869,https://fr.wikipedia.org/wiki/Rift: Planes of Telara,Wikip\u00e9dia:\u00e9bauche jeu vid\u00e9o
Claudia Raia,https://fr.wikipedia.org/?curid=5431581,https://fr.wikipedia.org/wiki/Claudia Raia,Wikip\u00e9dia:\u00e9bauche acteur br\u00e9silien
Winx Club,https://fr.wikipedia.org/?curid=543781,https://fr.wikipedia.org/wiki/Winx Club,Article utilisant une Infobox
P\u00e9n\u00e9lope Bonna,https://fr.wikipedia.org/?curid=5436017,https://fr.wikipedia.org/wiki/P\u00e9n\u00e9lope Bonna,Wikip\u00e9dia:\u00e9bauche judo
"Liste des comtesses, marquises et duchesses de Cambridge",https://fr.wikipedia.org/?curid=5453319,"https://fr.wikipedia.org/wiki/Liste des comtesses, marquises et duchesses de Cambridge",Article utilisant une Infobox
Sinead Keenan,https://fr.wikipedia.org/?curid=5452273,https://fr.wikipedia.org/wiki/Sinead Keenan,Article utilisant une Infobox
Christine Majerus,https://fr.wikipedia.org/?curid=5463793,https://fr.wikipedia.org/wiki/Christine Majerus,Page utilisant P1477
