Name,URL1,URL2,First Category
Jennyfer Limage,https://fr.wikipedia.org/?curid=15700915,https://fr.wikipedia.org/wiki/Jennyfer Limage,Article \u00e0 illustrer Footballeur
Vera Hoffmann,https://fr.wikipedia.org/?curid=15749689,https://fr.wikipedia.org/wiki/Vera Hoffmann,Article \u00e0 illustrer Athl\u00e8te
Uta Schmuck,https://fr.wikipedia.org/?curid=15749248,https://fr.wikipedia.org/wiki/Uta Schmuck,Article utilisant une Infobox
Sarah Lavin,https://fr.wikipedia.org/?curid=15747656,https://fr.wikipedia.org/wiki/Sarah Lavin,Wikip\u00e9dia:\u00e9bauche athl\u00e8te irlandais
Chaeyeon (chanteuse),https://fr.wikipedia.org/?curid=15730341,https://fr.wikipedia.org/wiki/Chaeyeon (chanteuse),Wikip\u00e9dia:\u00e9bauche chanteur sud-cor\u00e9en
Marina Satti,https://fr.wikipedia.org/?curid=15735811,https://fr.wikipedia.org/wiki/Marina Satti,Article \u00e0 wikifier depuis juillet 2023
Claire O'Riordan,https://fr.wikipedia.org/?curid=15716244,https://fr.wikipedia.org/wiki/Claire O'Riordan,Article \u00e0 illustrer Footballeur
Kenza Chapelle,https://fr.wikipedia.org/?curid=15724730,https://fr.wikipedia.org/wiki/Kenza Chapelle,Article \u00e0 illustrer Footballeur
Laura Hottenrott,https://fr.wikipedia.org/?curid=15726281,https://fr.wikipedia.org/wiki/Laura Hottenrott,Article utilisant une Infobox
Zaynab Dayibekova,https://fr.wikipedia.org/?curid=15710363,https://fr.wikipedia.org/wiki/Zaynab Dayibekova,Article utilisant une Infobox
Lily Agg,https://fr.wikipedia.org/?curid=15719683,https://fr.wikipedia.org/wiki/Lily Agg,Article utilisant une Infobox
Shea Diamond,https://fr.wikipedia.org/?curid=15719737,https://fr.wikipedia.org/wiki/Shea Diamond,Page utilisant P569
Sarah Kassi,https://fr.wikipedia.org/?curid=15722658,https://fr.wikipedia.org/wiki/Sarah Kassi,Article \u00e0 illustrer Footballeur
N'Ketia Seedo,https://fr.wikipedia.org/?curid=15719220,https://fr.wikipedia.org/wiki/N'Ketia Seedo,Wikip\u00e9dia:\u00e9bauche athl\u00e8te n\u00e9erlandais
Kyra Carusa,https://fr.wikipedia.org/?curid=15741801,https://fr.wikipedia.org/wiki/Kyra Carusa,Article utilisant une Infobox
Viivi Lehikoinen,https://fr.wikipedia.org/?curid=15740184,https://fr.wikipedia.org/wiki/Viivi Lehikoinen,Article utilisant une Infobox
Jade Boho,https://fr.wikipedia.org/?curid=15454478,https://fr.wikipedia.org/wiki/Jade Boho,Page utilisant P27
Farida Feza,https://fr.wikipedia.org/?curid=15632443,https://fr.wikipedia.org/wiki/Farida Feza,Admissibilit\u00e9 \u00e0 v\u00e9rifier depuis ao\u00fbt 2023
Loanne Duvoisin,https://fr.wikipedia.org/?curid=15628179,https://fr.wikipedia.org/wiki/Loanne Duvoisin,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Brenda Chebet,https://fr.wikipedia.org/?curid=15628262,https://fr.wikipedia.org/wiki/Brenda Chebet,Wikip\u00e9dia:\u00e9bauche athl\u00e8te k\u00e9nyan
Marwa Abidi,https://fr.wikipedia.org/?curid=15629148,https://fr.wikipedia.org/wiki/Marwa Abidi,Wikip\u00e9dia:\u00e9bauche footballeuse
Eleonora Peroncini,https://fr.wikipedia.org/?curid=15629903,https://fr.wikipedia.org/wiki/Eleonora Peroncini,Wikip\u00e9dia:\u00e9bauche triathl\u00e8te
Marjolaine Pierr\u00e9,https://fr.wikipedia.org/?curid=15631723,https://fr.wikipedia.org/wiki/Marjolaine Pierr\u00e9,Page utilisant P569
Esther Carena,https://fr.wikipedia.org/?curid=15606595,https://fr.wikipedia.org/wiki/Esther Carena,Page utilisant P569
Jelena Lozancic,https://fr.wikipedia.org/?curid=1560047,https://fr.wikipedia.org/wiki/Jelena Lozancic,Article utilisant une Infobox
Sandy Lenz,https://fr.wikipedia.org/?curid=15596300,https://fr.wikipedia.org/wiki/Sandy Lenz,Page utilisant P569
Cha Joo-young,https://fr.wikipedia.org/?curid=15611988,https://fr.wikipedia.org/wiki/Cha Joo-young,Article sans source depuis mai 2023
Naomi Schiff,https://fr.wikipedia.org/?curid=15612020,https://fr.wikipedia.org/wiki/Naomi Schiff,Article contenant un lien mort
Miss Rwanda 2018,https://fr.wikipedia.org/?curid=15611672,https://fr.wikipedia.org/wiki/Miss Rwanda 2018,Portail:Mannequinat/Articles li\u00e9s
Margaret Satupai,https://fr.wikipedia.org/?curid=15580107,https://fr.wikipedia.org/wiki/Margaret Satupai,Article utilisant une Infobox
Catalina Soto,https://fr.wikipedia.org/?curid=15602747,https://fr.wikipedia.org/wiki/Catalina Soto,Wikip\u00e9dia:\u00e9bauche coureur cycliste chilien
Bleu Brigitte,https://fr.wikipedia.org/?curid=15619938,https://fr.wikipedia.org/wiki/Bleu Brigitte,Page utilisant P106
Hanna Kebinger,https://fr.wikipedia.org/?curid=15618927,https://fr.wikipedia.org/wiki/Hanna Kebinger,Article utilisant une Infobox
Juju Noda,https://fr.wikipedia.org/?curid=15584703,https://fr.wikipedia.org/wiki/Juju Noda,Article utilisant une Infobox
