Name,URL1,URL2,First Category
Jaqueline Mour\u00e3o,https://fr.wikipedia.org/?curid=7763929,https://fr.wikipedia.org/wiki/Jaqueline Mour\u00e3o,Article utilisant une Infobox
Katja Haller,https://fr.wikipedia.org/?curid=7745918,https://fr.wikipedia.org/wiki/Katja Haller,Wikip\u00e9dia:\u00e9bauche biathlon
Yamila Reyna,https://fr.wikipedia.org/?curid=7746014,https://fr.wikipedia.org/wiki/Yamila Reyna,Wikip\u00e9dia:\u00e9bauche acteur argentin
Maddie Bowman,https://fr.wikipedia.org/?curid=7746054,https://fr.wikipedia.org/wiki/Maddie Bowman,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 am\u00e9ricaine
Laura Dahlmeier,https://fr.wikipedia.org/?curid=7756675,https://fr.wikipedia.org/wiki/Laura Dahlmeier,Article utilisant une Infobox
Rika Usami,https://fr.wikipedia.org/?curid=7754600,https://fr.wikipedia.org/wiki/Rika Usami,Article \u00e0 illustrer Sportif
Gracie Gold,https://fr.wikipedia.org/?curid=7755487,https://fr.wikipedia.org/wiki/Gracie Gold,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 am\u00e9ricaine
The Neon Lights Tour,https://fr.wikipedia.org/?curid=7755490,https://fr.wikipedia.org/wiki/The Neon Lights Tour,Article utilisant une Infobox
Perianne Jones,https://fr.wikipedia.org/?curid=7738848,https://fr.wikipedia.org/wiki/Perianne Jones,Wikip\u00e9dia:\u00e9bauche ski de fond
Gyda Enger,https://fr.wikipedia.org/?curid=7739119,https://fr.wikipedia.org/wiki/Gyda Enger,Article utilisant une Infobox
Taylor Henrich,https://fr.wikipedia.org/?curid=7739146,https://fr.wikipedia.org/wiki/Taylor Henrich,Article utilisant une Infobox
Perrine Laffont,https://fr.wikipedia.org/?curid=7751259,https://fr.wikipedia.org/wiki/Perrine Laffont,Article utilisant une Infobox
Janie Guimond,https://fr.wikipedia.org/?curid=7750194,https://fr.wikipedia.org/wiki/Janie Guimond,Article utilisant une Infobox
Jelena Peeters,https://fr.wikipedia.org/?curid=7750698,https://fr.wikipedia.org/wiki/Jelena Peeters,Wikip\u00e9dia:\u00e9bauche patinage de vitesse
\u00c9conomiste,https://fr.wikipedia.org/?curid=77508,https://fr.wikipedia.org/wiki/\u00c9conomiste,Portail:\u00c9conomie/Articles li\u00e9s
Katrien Aerts,https://fr.wikipedia.org/?curid=7750960,https://fr.wikipedia.org/wiki/Katrien Aerts,Article utilisant une Infobox
Franziska Preu\u00df,https://fr.wikipedia.org/?curid=7751050,https://fr.wikipedia.org/wiki/Franziska Preu\u00df,Article utilisant une Infobox
Rosalind Groenewoud,https://fr.wikipedia.org/?curid=7749160,https://fr.wikipedia.org/wiki/Rosalind Groenewoud,Article utilisant une Infobox
Ekaterina Shumilova,https://fr.wikipedia.org/?curid=7757515,https://fr.wikipedia.org/wiki/Ekaterina Shumilova,Wikip\u00e9dia:\u00e9bauche sportif russe
Aidy Bryant,https://fr.wikipedia.org/?curid=7759327,https://fr.wikipedia.org/wiki/Aidy Bryant,Wikip\u00e9dia:\u00e9bauche humour
Ida Nj\u00e5tun,https://fr.wikipedia.org/?curid=7759052,https://fr.wikipedia.org/wiki/Ida Nj\u00e5tun,Wikip\u00e9dia:\u00e9bauche patinage de vitesse
Asha Philip,https://fr.wikipedia.org/?curid=7759077,https://fr.wikipedia.org/wiki/Asha Philip,Article utilisant une Infobox
Danielle Scott,https://fr.wikipedia.org/?curid=7759196,https://fr.wikipedia.org/wiki/Danielle Scott,Wikip\u00e9dia:\u00e9bauche ski acrobatique
Marissa Castelli,https://fr.wikipedia.org/?curid=7758013,https://fr.wikipedia.org/wiki/Marissa Castelli,Wikip\u00e9dia:\u00e9bauche personnalit\u00e9 am\u00e9ricaine
Michelle-Lee Ahye,https://fr.wikipedia.org/?curid=7968688,https://fr.wikipedia.org/wiki/Michelle-Lee Ahye,Article utilisant une Infobox
Sifan Hassan,https://fr.wikipedia.org/?curid=7962634,https://fr.wikipedia.org/wiki/Sifan Hassan,Article utilisant une Infobox
Michel Audiard,https://fr.wikipedia.org/?curid=79801,https://fr.wikipedia.org/wiki/Michel Audiard,Page utilisant P569
Lea Sprunger,https://fr.wikipedia.org/?curid=7975100,https://fr.wikipedia.org/wiki/Lea Sprunger,Article utilisant une Infobox
Beslan Mudranov,https://fr.wikipedia.org/?curid=7979359,https://fr.wikipedia.org/wiki/Beslan Mudranov,Article utilisant une Infobox
Danica Patrick,https://fr.wikipedia.org/?curid=799695,https://fr.wikipedia.org/wiki/Danica Patrick,Article utilisant une Infobox
Lee Bo-young,https://fr.wikipedia.org/?curid=7999162,https://fr.wikipedia.org/wiki/Lee Bo-young,Article utilisant une Infobox
LaKeisha Lawson,https://fr.wikipedia.org/?curid=7997217,https://fr.wikipedia.org/wiki/LaKeisha Lawson,Wikip\u00e9dia:\u00e9bauche athl\u00e8te am\u00e9ricain
Reyare Thomas,https://fr.wikipedia.org/?curid=7997379,https://fr.wikipedia.org/wiki/Reyare Thomas,Wikip\u00e9dia:\u00e9bauche athl\u00e8te trinidadien
Julia Antipova,https://fr.wikipedia.org/?curid=7995253,https://fr.wikipedia.org/wiki/Julia Antipova,Article \u00e0 illustrer Sportif
Naroa Agirre,https://fr.wikipedia.org/?curid=7985236,https://fr.wikipedia.org/wiki/Naroa Agirre,Wikip\u00e9dia:\u00e9bauche athl\u00e8te espagnol
Jeneva Stevens,https://fr.wikipedia.org/?curid=7973255,https://fr.wikipedia.org/wiki/Jeneva Stevens,Wikip\u00e9dia:\u00e9bauche athl\u00e8te am\u00e9ricain
Anna Jagaciak-Michalska,https://fr.wikipedia.org/?curid=7973352,https://fr.wikipedia.org/wiki/Anna Jagaciak-Michalska,Wikip\u00e9dia:\u00e9bauche athl\u00e8te polonais
Ann Trason,https://fr.wikipedia.org/?curid=7969449,https://fr.wikipedia.org/wiki/Ann Trason,Page utilisant P569
Tiffany Townsend,https://fr.wikipedia.org/?curid=7969727,https://fr.wikipedia.org/wiki/Tiffany Townsend,Wikip\u00e9dia:\u00e9bauche athl\u00e8te am\u00e9ricain
Buffet froid,https://fr.wikipedia.org/?curid=79789,https://fr.wikipedia.org/wiki/Buffet froid,Article manquant de r\u00e9f\u00e9rences depuis octobre 2022
Kalis Loyd,https://fr.wikipedia.org/?curid=7990174,https://fr.wikipedia.org/wiki/Kalis Loyd,Article \u00e0 illustrer Joueur de basket-ball
Selina B\u00fcchel,https://fr.wikipedia.org/?curid=7990638,https://fr.wikipedia.org/wiki/Selina B\u00fcchel,Wikip\u00e9dia:\u00e9bauche athl\u00e8te suisse
